Watching PID 500743 page references grow, output every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.208       295.53     293.10     238.77
0.426       625.91     623.48     569.27
0.647       714.19     709.01     659.69
0.866       714.19     708.79     659.69
1.087       714.19     708.57     659.69
1.312       714.19     708.36     659.69
1.542       714.19     707.95     659.70
1.770       714.19     707.73     659.70
1.994       714.19     707.51     659.70
2.218       714.19     707.29     659.70
2.441       714.19     707.08     659.70
2.663       714.19     706.86     659.70
2.885       714.19     706.67     659.70
3.108       714.19     706.45     659.70
3.340       714.19     706.01     659.70
3.575       714.19     705.79     659.70
3.802       714.19     705.58     659.70
4.026       714.19     705.39     659.70
4.250       714.19     705.17     659.70
4.473       714.19     704.95     659.70
4.694       714.19     704.73     659.70
4.916       714.19     704.51     659.70
5.141       714.19     676.34     659.70
5.371       714.19     670.37     659.70
5.598       714.19     669.74     659.70
5.818       714.19     669.53     659.72
6.040       714.19     669.31     659.72
6.265       714.19     669.09     659.72
6.487       714.19     668.90     659.72
6.708       714.19     668.68     659.72
6.928       714.19     668.46     659.72
7.149       714.19     668.03     659.72
7.370       714.19     667.84     659.72
7.589       714.19     667.62     659.72
7.808       714.19     667.40     659.72
8.027       714.19     667.18     659.72
8.246       714.19     666.96     659.72
8.464       714.19     666.75     659.72
8.683       714.19     666.56     659.72
8.902       714.19     666.34     659.72
9.121       714.19     666.12     659.72
9.340       714.19     665.90     659.72
9.559       714.19     665.46     659.72
9.776       714.19     665.28     659.72
9.993       714.19     665.06     659.72
10.212      714.19     664.84     659.72
10.435      714.19     664.62     659.72
10.656      714.19     664.40     659.72
10.874      714.19     664.18     659.72
11.094      714.19     663.99     659.72
11.318      714.19     663.78     659.72
11.544      714.19     663.56     659.72
11.766      714.19     663.12     659.72
11.985      714.19     662.93     659.72
12.203      714.19     662.71     659.72
12.422      714.19     662.50     659.72
12.639      714.19     662.28     659.72
12.856      714.19     662.06     659.72
13.073      714.19     661.84     659.72
13.290      714.19     661.65     659.72
