Watching PID 2364211 page references grow, output every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.206       391.24     388.75     297.82
0.424       714.13     711.58     621.45
0.646       714.15     709.10     624.18
0.867       714.15     708.66     624.18
1.087       714.15     708.48     624.18
1.312       714.15     708.26     624.85
1.537       714.15     708.04     624.97
1.756       714.15     707.82     624.97
1.974       714.15     707.60     624.97
2.192       714.15     707.38     624.97
2.409       714.15     707.20     624.97
2.626       714.15     706.98     624.97
2.843       714.15     706.76     624.97
3.060       714.15     706.32     624.97
3.278       714.15     706.13     624.97
3.497       714.15     705.91     624.97
3.714       714.15     705.70     624.97
3.931       714.15     705.48     624.97
4.148       714.15     705.26     624.97
4.365       714.15     705.04     624.97
4.581       714.15     704.85     624.97
4.797       714.15     704.63     624.97
5.018       714.15     697.81     624.98
5.241       714.15     682.91     624.98
5.464       714.15     671.39     624.98
5.687       714.15     669.71     624.98
5.911       714.15     669.28     624.98
6.135       714.15     668.94     624.98
6.359       714.15     668.67     624.98
6.582       714.15     668.39     624.98
6.806       714.15     668.12     624.98
7.030       714.15     667.88     624.98
7.254       714.15     667.61     624.98
7.478       714.15     667.33     624.98
7.702       714.15     666.84     624.98
7.925       714.15     666.57     624.98
8.149       714.15     666.30     624.98
8.373       714.15     666.00     624.98
8.597       714.15     665.34     624.98
8.821       713.70     664.50     624.98
9.047       713.70     663.89     624.98
9.273       713.70     663.53     624.98
9.497       713.50     662.87     624.97
9.721       713.50     662.65     624.97
9.945       713.50     662.43     624.97
10.169      713.50     662.21     624.97
10.393      713.50     662.03     624.97
10.617      713.50     661.81     624.97
10.841      713.50     661.59     624.97
11.065      713.50     661.37     624.97
11.290      713.50     661.15     624.97
11.514      713.50     660.75     624.97
11.738      713.50     660.53     624.97
11.962      713.50     660.31     624.97
12.186      699.96     646.55     631.61
12.409      673.52     619.89     651.86
12.630      657.82     604.20     651.86
12.851      651.19     600.88     645.22
13.074      633.48     592.03     627.52
13.296      613.42     571.97     607.45
13.517      575.73     534.28     569.76
13.737      537.04     495.59     531.08
13.956      500.87     459.42     494.90
14.174      464.80     423.35     458.84
14.391      427.51     386.06     421.55
14.607      390.86     349.41     384.89
14.822      354.15     312.70     348.18
15.036      317.25     275.79     311.28
15.249      282.79     241.34     276.82
15.460      244.88     203.43     238.92
15.671      208.35     166.90     202.38
15.881      171.59     130.14     165.62
16.090      137.34      95.88     131.37
16.297      101.66      60.21      95.69
16.504       82.42      40.99      76.46
16.711       82.42      40.99      76.46
16.918       82.42      40.99      76.46
17.124       82.42      40.99      76.46
17.331       82.42      40.99      76.46
17.538       82.42      40.99      76.46
17.744       82.42      40.99      76.46
17.951       82.42      40.99      76.46
18.158       82.42      40.99      76.46
18.365       82.42      40.99      76.46
18.571       82.42      40.99      76.46
18.778       82.42      40.99      76.46
18.985       82.42      40.99      76.46
19.192       82.42      40.99      76.46
19.398       82.42      40.99      76.46
19.604       82.42      40.99      76.46
19.809       10.14       5.43       4.18
20.013       10.14       5.43       4.18
20.217       10.14       5.43       4.18
20.421       10.14       5.43       4.18
20.625       10.14       5.43       4.18
20.829       10.14       5.43       4.18
21.033       10.14       5.43       4.18
21.237       10.13       5.43       4.17
21.441       10.13       5.43       4.17
21.645       10.13       5.43       4.17
21.849       10.13       5.43       4.17
22.053       10.13       5.43       4.17
22.257       10.13       5.43       4.17
22.461       10.13       5.43       4.17
22.665       10.13       5.43       4.17
22.869       10.13       5.43       4.17
23.074       10.13       5.43       4.17
23.278       10.13       5.43       4.17
23.482       10.13       5.43       4.17
23.686       10.13       5.43       4.17
23.890       10.13       5.43       4.17
24.094       10.13       5.43       4.17
24.298       10.13       5.43       4.17
24.502       10.13       5.43       4.17
24.706       10.13       5.43       4.17
24.910       10.13       5.43       4.17
25.114       10.13       5.43       4.17
25.318       10.13       5.43       4.17
25.522       10.13       5.43       4.17
25.726       10.13       5.43       4.17
25.930       10.13       5.43       4.17
26.134       10.13       5.43       4.17
26.338       10.13       5.43       4.17
26.542       10.13       5.43       4.17
26.746       10.13       5.43       4.17
26.950       10.13       5.43       4.17
27.154       10.13       5.43       4.17
27.358       10.13       5.43       4.17
27.562       10.13       5.43       4.17
27.766       10.13       5.43       4.17
27.970       10.13       5.43       4.17
28.173       10.13       5.43       4.17
28.376       10.13       5.43       4.17
28.580       10.13       5.43       4.17
28.784       10.13       5.43       4.17
28.988       10.13       5.43       4.17
29.192       10.13       5.43       4.17
29.396       10.13       5.43       4.17
29.600       10.13       5.43       4.17
29.803       10.13       5.43       4.17
30.007       10.13       5.43       4.17
30.211       10.13       5.43       4.17
30.415       10.13       5.43       4.17
30.619       10.13       5.43       4.17
30.823       10.13       5.43       4.17
31.027       10.13       5.43       4.17
31.231       10.13       5.43       4.17
31.435       10.13       5.43       4.17
31.639       10.13       5.43       4.17
31.843       10.13       5.43       4.17
32.047       10.13       5.43       4.17
32.251       10.13       5.43       4.17
32.455       10.13       5.43       4.17
32.659       10.13       5.43       4.17
32.863       10.13       5.43       4.17
33.067       10.13       5.43       4.17
33.271       10.13       5.43       4.17
33.475       10.13       5.43       4.17
33.679       10.13       5.43       4.17
33.883       10.13       5.43       4.17
34.087       10.13       5.43       4.17
34.291       10.13       5.43       4.17
34.495       10.13       5.43       4.17
34.699       10.13       5.43       4.17
34.903       10.13       5.43       4.17
35.106       10.13       5.43       4.17
35.310       10.13       5.43       4.23
35.515       10.13       5.43       4.23
35.718       10.13       5.43       4.23
35.923       10.13       5.43       4.23
36.127       10.13       5.43       4.23
36.331       10.13       5.43       4.23
36.535       10.13       5.43       4.23
36.738       10.13       5.43       4.23
36.942       10.13       5.43       4.23
37.146       10.13       5.43       4.23
37.350       10.13       5.43       4.23
37.554       10.13       5.43       4.23
37.758       10.13       5.43       4.23
37.962       10.13       5.43       4.23
38.166       10.13       5.43       4.23
38.370       10.13       5.43       4.23
38.574       10.13       5.43       4.23
38.778       10.13       5.43       4.23
38.982       10.13       5.43       4.23
39.186       10.13       5.43       4.23
39.390       10.13       5.43       4.23
39.594       10.13       5.43       4.23
39.798       10.13       5.43       4.23
40.001       10.13       5.43       4.23
40.205       10.13       5.43       4.23
40.408       10.13       5.43       4.23
40.611       10.13       5.43       4.23
40.815       10.13       5.43       4.23
41.019       10.13       5.43       4.23
41.223       10.13       5.43       4.23
41.427       10.13       5.43       4.23
41.631       10.13       5.43       4.23
41.835       10.13       5.43       4.23
42.039       10.13       5.43       4.23
42.243       10.13       5.43       4.23
42.447       10.13       5.43       4.23
42.651       10.13       5.43       4.23
42.855       10.13       5.43       4.23
43.059       10.13       5.43       4.23
43.263       10.13       5.43       4.23
43.467       10.13       5.43       4.23
43.670       10.13       5.43       4.23
43.874       10.13       5.43       4.23
44.078       10.13       5.43       4.23
44.282       10.13       5.43       4.23
44.486       10.13       5.43       4.23
44.690       10.13       5.43       4.23
44.893       10.13       5.43       4.23
45.097       10.13       5.43       4.23
45.301       10.13       5.43       4.23
45.505       10.13       5.43       4.23
45.709       10.13       5.43       4.23
45.913       10.13       5.43       4.23
46.116       10.13       5.43       4.23
46.320       10.13       5.43       4.23
46.524       10.13       5.43       4.23
46.728       10.13       5.43       4.23
46.932       10.13       5.43       4.23
47.136       10.13       5.43       4.23
47.339       10.13       5.43       4.23
47.543       10.13       5.43       4.23
47.747       10.13       5.43       4.23
47.951       10.13       5.43       4.23
48.155       10.13       5.43       4.23
48.358       10.13       5.43       4.23
48.562       10.13       5.43       4.23
48.766       10.13       5.43       4.23
48.970       10.13       5.43       4.23
49.174       10.13       5.43       4.23
49.377       10.13       5.43       4.23
49.581       10.13       5.43       4.23
49.785       10.13       5.43       4.23
49.989       10.13       5.43       4.23
50.193       10.13       5.43       4.23
50.397       10.13       5.43       4.23
50.600       10.13       5.43       4.23
50.804       10.13       5.43       4.23
