Watching PID 2561274 page references grow, output every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.208       381.09     378.49     302.45
0.424       714.21     711.60     636.03
0.644       714.26     709.16     639.82
0.863       714.26     708.75     639.82
1.081       714.26     708.53     639.82
1.301       714.26     708.31     639.82
1.520       714.26     708.10     639.82
1.741       714.26     707.88     639.82
1.962       714.26     707.66     639.82
2.183       714.26     707.47     639.82
2.404       714.26     707.25     639.82
2.624       714.26     707.03     639.82
2.845       714.26     706.81     639.82
3.066       714.26     706.41     639.82
3.286       714.26     706.19     639.82
3.506       714.26     705.97     639.82
3.727       714.26     705.75     639.82
3.958       714.26     705.53     640.00
4.192       714.26     705.31     640.00
4.418       714.26     705.12     640.00
4.639       714.26     704.91     640.00
4.858       714.26     704.69     640.00
5.084       714.26     671.09     640.01
5.310       714.26     669.59     640.01
5.530       714.26     668.51     640.01
5.748       714.26     667.67     640.01
5.965       714.26     667.22     640.01
6.183       714.26     666.75     640.01
6.401       714.26     666.27     640.01
6.618       714.26     665.68     640.01
6.835       714.26     664.43     640.01
7.052       714.26     663.96     640.01
7.269       714.26     663.50     640.01
7.487       714.26     662.84     640.01
7.705       714.26     662.45     640.01
7.924       714.26     661.76     640.01
8.143       714.26     660.58     640.01
8.361       714.26     660.12     640.01
8.578       714.26     659.69     640.01
8.798       664.30     609.68     662.23
9.024       651.32     602.97     649.25
9.250       555.29     506.94     553.22
9.466       454.26     405.91     452.19
9.675       365.48     316.94     363.40
9.883       268.91     220.00     266.84
10.090       91.61      42.45      89.45
10.295       91.61      42.45      89.45
10.501       91.61      42.45      89.45
10.706       91.61      42.45      89.45
10.911       91.59      42.45      89.43
11.116       91.52      42.43      89.36
11.321       82.13      39.30      79.98
11.526       82.13      39.30      79.98
11.731       82.13      39.30      79.98
11.936       82.13      39.30      79.98
12.140        6.36       1.59       4.20
12.344        6.36       1.59       4.20
12.548        6.36       1.59       4.20
12.751        6.36       1.59       4.20
12.955        6.36       1.59       4.20
13.158        6.36       1.59       4.20
13.362        6.34       1.58       4.20
13.566        6.34       1.58       4.20
13.769        6.34       1.58       4.20
13.973        6.34       1.58       4.20
14.176        6.34       1.58       4.20
14.379        6.34       1.58       4.20
14.582        6.34       1.58       4.20
14.786        6.34       1.58       4.20
14.989        6.34       1.58       4.20
15.193        6.34       1.58       4.20
15.397        6.34       1.58       4.20
15.600        6.34       1.58       4.20
15.804        6.34       1.58       4.20
16.008        6.34       1.58       4.20
16.212        6.34       1.58       4.20
16.415        6.34       1.58       4.20
16.619        6.34       1.58       4.20
16.822        6.34       1.58       4.20
17.026        6.34       1.58       4.20
17.230        6.34       1.58       4.20
17.433        6.34       1.58       4.20
17.637        6.34       1.58       4.20
17.841        6.34       1.58       4.20
18.044        6.34       1.58       4.20
18.248        6.34       1.58       4.20
18.452        6.34       1.58       4.20
18.656        6.34       1.58       4.20
18.859        6.34       1.58       4.20
19.063        6.34       1.58       4.20
19.267        6.34       1.58       4.20
19.470        6.34       1.58       4.20
19.674        6.34       1.58       4.20
19.878        6.34       1.58       4.20
20.081        6.34       1.58       4.20
20.285        6.34       1.58       4.20
20.489        6.34       1.58       4.20
20.692        6.34       1.58       4.20
20.896        6.34       1.58       4.20
21.100        6.34       1.58       4.20
21.303        6.34       1.58       4.20
21.507        6.34       1.58       4.20
21.711        6.34       1.58       4.20
21.914        6.34       1.58       4.20
22.118        6.34       1.58       4.20
22.322        6.34       1.58       4.20
22.526        6.34       1.58       4.20
22.729        6.34       1.58       4.20
22.933        6.34       1.58       4.20
23.137        6.34       1.58       4.20
23.341        6.34       1.58       4.20
23.544        6.34       1.58       4.20
23.748        6.34       1.58       4.20
23.952        6.34       1.58       4.20
24.156        6.34       1.58       4.20
24.360        6.34       1.58       4.20
24.564        6.34       1.58       4.20
24.767        6.34       1.58       4.20
24.971        6.34       1.58       4.20
25.175        6.34       1.58       4.20
25.379        6.34       1.58       4.20
25.582        6.34       1.58       4.20
25.786        6.34       1.58       4.20
25.990        6.34       1.58       4.20
26.194        6.34       1.58       4.20
26.397        6.34       1.58       4.20
26.601        6.34       1.58       4.20
26.805        6.34       1.58       4.20
27.009        6.34       1.58       4.20
27.213        6.34       1.58       4.20
27.416        6.34       1.58       4.20
27.620        6.34       1.58       4.20
27.824        6.34       1.58       4.20
28.028        6.34       1.58       4.20
28.232        6.34       1.58       4.20
28.436        6.34       1.58       4.20
28.639        6.34       1.58       4.20
28.843        6.34       1.58       4.20
29.047        6.34       1.58       4.20
