Watching PID 1743566 page references grow, output every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.216       632.63     630.10     348.57
0.438       714.04     708.96     433.25
0.661       714.04     708.77     433.25
0.884       714.04     708.55     433.25
1.103       714.04     708.34     434.05
1.322       714.04     708.12     434.05
1.540       714.04     707.68     434.05
1.757       714.04     707.49     434.05
1.975       714.04     707.27     434.05
2.193       714.04     707.05     434.05
2.411       714.04     706.84     434.05
2.629       714.04     706.62     434.05
2.846       714.04     706.43     434.05
3.063       714.04     706.21     434.05
3.280       714.04     705.99     434.05
3.509       714.04     705.77     434.15
3.745       714.04     705.33     434.15
3.971       714.04     705.15     434.15
4.191       714.04     704.93     434.15
4.411       714.04     704.71     434.15
4.637       714.04     704.49     434.16
4.868       714.04     704.27     434.16
5.099       714.04     699.52     434.16
5.325       714.04     697.32     434.16
5.548       714.04     694.76     434.16
5.768       714.04     686.10     434.16
5.988       714.04     673.36     434.16
6.208       714.04     670.04     434.16
6.427       714.04     668.96     434.16
6.646       714.04     668.45     434.16
6.863       714.04     668.08     434.16
7.080       714.04     667.79     434.16
7.296       714.04     667.52     434.16
7.512       714.04     667.26     434.16
7.727       714.04     666.77     434.16
7.942       714.04     666.41     434.16
8.158       714.04     665.58     434.16
8.376       714.04     665.13     434.16
8.599       714.04     664.80     434.16
8.819       714.04     664.57     434.16
9.036       714.04     664.30     434.16
9.253       714.04     664.04     434.16
9.472       714.04     663.77     434.16
9.695       714.04     663.54     434.16
9.916       714.04     663.30     434.16
10.135      714.04     663.04     434.16
10.352      714.04     662.77     434.16
10.569      714.04     662.32     434.16
10.785      714.04     662.06     434.16
11.001      714.04     661.82     434.16
11.217      714.04     661.56     434.16
11.433      714.04     661.32     434.16
11.649      714.04     661.06     434.16
11.865      714.04     660.79     434.16
12.080      714.04     660.59     434.16
12.296      714.04     660.32     434.16
12.511      714.04     660.06     434.16
12.726      714.04     659.79     434.16
12.942      714.04     659.56     434.16
13.157      714.04     659.30     434.16
13.373      714.04     659.07     434.16
13.588      714.04     658.61     434.16
13.803      714.04     658.35     434.16
14.019      714.04     658.08     434.16
14.234      714.04     657.82     434.16
14.450      714.04     657.61     434.16
14.666      714.04     657.35     434.16
14.881      714.04     657.08     434.16
15.098      714.04     656.82     434.16
15.314      714.04     656.50     434.16
15.530      714.04     655.92     434.16
15.746      714.04     655.47     434.16
15.963      714.04     654.95     434.16
16.179      714.04     654.62     434.16
16.394      714.04     654.10     434.16
16.610      714.04     653.90     434.16
16.825      714.04     653.63     434.16
17.041      714.04     653.37     434.16
17.257      714.04     653.10     434.16
17.473      714.04     652.87     434.16
17.688      714.04     652.61     434.16
17.903      714.04     652.37     434.16
18.119      714.04     652.11     434.16
18.335      714.04     651.87     434.16
18.551      714.04     651.61     434.16
18.766      714.04     651.34     434.16
18.981      714.04     651.11     434.16
19.197      714.04     650.87     434.16
19.413      714.04     650.39     434.16
19.629      714.04     650.13     434.16
19.844      714.04     649.89     434.16
