Watching PID 2231976 page references grow, output every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.206       380.27     377.71     302.36
0.423       713.95     711.39     636.50
0.645       714.04     708.93     640.07
0.868       714.04     708.49     640.35
1.090       714.04     708.27     640.35
1.314       714.04     708.05     640.37
1.538       714.04     707.84     640.37
1.759       714.04     707.65     640.37
1.978       714.04     707.43     640.37
2.195       714.04     707.21     640.37
2.413       714.04     706.99     640.37
2.630       714.04     706.77     640.37
2.847       714.04     706.55     640.37
3.065       714.04     706.15     640.37
3.282       714.04     705.93     640.37
3.498       714.04     705.71     640.37
3.715       714.04     705.49     640.37
3.932       714.04     705.30     640.37
4.149       714.04     705.09     640.37
4.366       714.04     704.87     640.37
4.583       714.04     704.65     640.37
4.800       714.04     704.43     640.38
5.024       714.04     694.22     640.38
5.250       714.04     673.77     640.38
5.470       714.04     670.50     640.38
5.693       714.04     669.52     640.38
5.915       714.04     669.07     640.38
6.137       714.04     668.49     640.38
6.361       714.04     667.97     640.38
6.586       714.04     667.55     640.38
6.810       714.04     667.07     640.38
7.034       714.04     666.80     640.38
7.258       714.04     666.57     640.38
7.483       714.04     666.11     640.38
7.706       714.04     665.85     640.38
7.926       714.04     665.58     640.38
8.149       714.04     665.35     640.38
8.373       714.04     665.08     640.38
8.597       714.04     664.84     640.38
8.821       714.04     664.58     640.38
9.046       714.04     664.31     640.38
9.270       714.04     664.05     640.38
9.493       714.04     663.59     640.38
9.716       714.04     663.35     640.38
9.940       714.04     663.09     640.38
10.164      714.04     662.82     640.38
10.387      714.04     662.56     640.38
10.611      714.04     662.32     640.38
10.834      714.04     662.05     640.38
11.057      714.04     661.82     640.38
11.281      714.04     661.55     640.38
11.504      714.04     661.07     640.38
11.726      714.04     660.83     640.38
11.951      714.04     660.56     640.38
12.173      714.04     660.33     640.38
12.395      714.04     660.06     640.38
12.618      714.04     659.83     640.38
12.842      714.04     659.56     640.38
13.067      714.04     659.27     640.38
13.291      714.04     658.84     640.38
13.514      714.04     658.07     640.38
13.736      714.04     657.65     640.38
13.959      714.04     657.26     640.38
14.179      714.04     656.87     640.38
14.402      714.04     656.57     640.38
14.626      714.04     656.31     640.38
14.850      714.04     656.07     640.38
15.075      714.04     655.80     640.38
15.297      714.04     655.54     640.45
15.520      714.04     655.08     640.45
15.745      714.04     654.85     640.45
15.969      714.04     654.58     640.45
16.194      714.04     654.32     640.45
16.418      714.04     654.05     640.45
16.643      714.04     653.78     640.45
16.867      714.04     653.58     640.45
17.092      714.04     653.31     640.45
17.316      714.04     653.05     640.45
17.541      714.04     652.56     640.45
17.765      714.04     652.33     640.45
17.990      714.04     652.09     640.45
18.214      714.04     651.82     640.45
18.438      714.04     651.56     640.45
18.663      714.04     651.29     640.45
18.886      714.04     651.03     640.45
19.109      714.04     650.82     640.45
19.334      714.04     650.33     640.45
19.556      714.04     650.07     640.45
19.779      714.04     649.80     640.45
20.003      714.04     649.54     640.45
20.228      714.04     649.27     640.45
20.452      714.04     648.90     640.45
20.677      714.04     648.52     640.45
20.899      714.04     647.87     640.45
21.122      714.04     647.52     640.45
21.346      714.04     646.93     640.45
21.569      714.04     646.63     640.45
21.792      714.04     646.31     640.45
22.016      714.04     646.04     640.45
22.241      714.04     645.78     640.45
22.465      714.04     645.57     640.45
22.690      714.04     645.30     640.45
22.913      714.04     645.04     640.45
23.135      714.04     644.77     640.45
23.360      714.04     644.29     640.45
23.585      714.04     644.08     640.45
23.809      714.04     643.81     640.45
24.034      714.04     643.55     640.45
24.259      714.04     643.28     640.45
24.483      714.04     643.02     640.45
24.708      714.04     642.78     640.45
24.931      714.04     642.54     640.45
