Watching PID 2547434 page references grow, output every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.208       399.79     397.23     304.06
0.426       714.20     710.60     620.43
0.647       714.21     708.87     621.87
0.871       714.21     708.65     621.87
1.097       714.21     708.43     622.54
1.327       714.21     708.21     622.72
1.551       714.21     707.99     622.72
1.771       714.21     707.81     622.72
1.991       714.21     707.59     622.72
2.211       714.21     707.37     622.72
2.430       714.21     707.15     622.72
2.649       714.21     706.93     622.72
2.867       714.21     706.53     622.72
3.086       714.21     706.31     622.72
3.305       714.21     706.09     622.72
3.523       714.21     705.87     622.72
3.741       714.21     705.65     622.72
3.968       714.21     705.46     622.82
4.202       714.21     705.24     622.82
4.430       714.21     705.02     622.82
4.652       714.21     704.80     622.82
4.880       714.21     704.37     622.82
5.113       714.21     680.26     622.82
5.342       714.21     671.63     622.82
5.566       714.21     669.98     622.82
5.785       714.21     669.32     622.82
6.002       714.21     668.86     622.82
6.219       714.21     668.35     622.82
6.436       714.21     667.86     622.82
6.653       714.21     667.38     622.82
6.869       714.21     666.79     622.82
7.086       714.21     666.53     622.82
7.302       714.21     666.23     622.82
7.517       714.21     666.03     622.82
7.733       714.21     665.77     622.82
7.948       714.21     665.50     622.82
8.164       714.21     665.24     622.82
8.380       714.21     665.00     622.82
8.597       714.21     664.76     622.82
8.822       714.21     664.50     622.82
9.053       714.21     664.23     622.82
9.282       714.21     663.96     622.82
9.506       714.21     663.51     622.82
9.725       714.21     663.27     622.82
9.947       714.21     663.01     622.82
10.171      714.21     662.74     622.82
10.393      714.21     662.47     622.82
10.614      714.21     662.24     622.82
10.834      714.21     661.97     622.82
11.053      714.21     661.74     622.82
11.271      714.21     661.47     622.82
11.488      714.21     660.99     622.82
11.706      714.21     660.75     622.82
11.924      714.21     660.48     622.82
12.143      714.21     660.25     622.82
12.361      714.21     659.98     622.82
12.580      714.21     659.75     622.82
12.798      714.21     659.48     622.82
13.015      714.21     659.22     622.82
13.231      714.21     658.79     622.82
13.448      714.21     658.32     622.82
13.665      714.21     657.87     622.82
13.882      714.21     657.65     622.82
14.100      714.21     657.21     622.82
14.317      714.21     657.02     622.82
14.534      714.21     656.80     622.82
14.750      714.21     656.59     622.82
14.966      714.21     656.37     622.82
15.182      714.21     656.15     622.82
15.399      714.21     655.93     622.82
15.616      714.21     655.74     622.82
15.832      714.21     655.52     622.82
16.049      714.21     655.30     622.82
16.266      714.21     654.95     622.82
16.482      714.21     654.27     622.82
16.699      714.21     653.82     622.82
16.915      714.21     653.19     622.82
17.132      714.21     652.76     622.82
17.348      714.21     652.33     622.82
17.564      714.21     651.21     622.82
17.780      714.21     650.50     622.82
17.996      714.21     650.08     622.82
18.212      714.21     649.61     622.82
18.428      714.21     649.19     622.82
18.644      714.21     648.75     622.82
18.860      714.21     647.97     622.82
19.077      714.21     646.95     622.82
19.294      714.21     646.45     622.82
19.510      714.21     646.02     622.82
19.727      714.21     645.38     622.82
19.943      714.21     644.95     622.82
20.160      714.21     644.33     622.82
20.378      714.21     643.15     622.82
20.595      714.21     642.65     622.82
20.812      714.21     642.22     622.82
21.028      714.21     641.78     622.82
21.246      714.21     641.33     622.82
21.463      714.21     640.58     622.82
21.679      714.21     639.51     622.82
21.895      714.21     639.05     622.82
22.114      714.21     638.63     622.82
22.334      714.21     638.01     622.82
22.552      714.21     637.59     622.82
22.772      714.21     637.10     622.82
22.993      714.21     635.91     622.82
23.212      714.21     635.25     622.82
23.430      714.21     634.83     622.82
23.646      714.21     634.43     622.82
23.863      714.21     633.96     622.82
24.081      714.21     633.38     622.82
24.299      714.21     632.28     622.82
24.516      714.21     631.67     622.82
24.733      714.21     631.24     622.82
24.950      714.21     630.59     622.82
25.167      714.21     630.16     622.82
25.383      714.21     629.63     622.82
25.600      713.99     628.36     622.82
25.816      713.99     627.66     622.82
26.032      713.99     627.31     622.82
26.249      713.99     626.88     622.82
26.466      713.99     626.45     622.82
26.682      713.99     626.04     622.82
26.898      713.99     625.39     622.82
27.115      713.99     624.38     622.82
27.332      713.99     623.83     622.82
27.548      713.99     623.41     622.82
27.764      713.99     622.78     622.82
27.980      713.99     622.39     622.82
28.199      713.99     622.01     622.82
