Watching PID 3151137 page references grow, output every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.209       415.86     413.26     312.27
0.428       714.12     709.09     614.00
0.652       714.12     708.84     614.84
0.881       714.12     708.62     614.94
1.111       714.12     708.44     614.94
1.339       714.12     708.22     614.94
1.562       714.12     708.00     614.94
1.787       714.12     707.78     614.95
2.014       714.12     707.56     614.95
2.238       714.12     707.16     614.95
2.459       714.12     706.94     614.95
2.677       714.12     706.72     614.95
2.895       714.12     706.50     614.95
3.112       714.12     706.28     614.95
3.330       714.12     706.09     614.95
3.548       714.12     705.88     614.95
3.766       714.12     705.66     614.95
3.984       714.12     705.44     614.95
4.202       714.12     705.22     614.95
4.422       714.12     705.00     614.95
4.643       714.12     704.59     614.95
4.865       714.12     704.38     614.95
5.088       714.12     672.12     614.96
5.311       714.12     669.69     614.96
5.533       714.12     669.29     614.96
5.757       714.12     669.10     614.96
5.982       714.12     668.89     614.96
6.204       714.12     668.67     614.96
6.425       714.12     668.45     614.96
6.646       714.12     668.04     614.96
6.868       714.12     667.82     614.96
7.092       714.12     667.61     614.96
7.314       714.12     667.39     614.96
7.533       714.12     667.17     614.96
7.751       714.12     666.95     614.96
7.970       714.12     666.76     614.96
8.188       714.12     666.54     614.96
8.407       714.12     666.32     614.96
8.625       714.12     666.11     614.96
8.843       714.12     665.89     614.96
9.065       714.12     665.48     614.96
9.291       714.12     665.26     614.96
9.514       714.12     665.04     614.96
9.735       714.12     664.82     614.96
9.956       714.12     664.61     614.96
10.176      714.12     664.39     614.96
10.396      714.12     664.20     614.96
10.619      714.12     663.98     614.96
10.844      714.12     663.76     614.96
11.070      714.12     663.32     614.96
11.293      714.12     663.13     614.96
11.513      714.12     662.92     614.96
11.733      714.12     662.70     614.96
11.956      714.12     662.48     614.96
12.177      714.12     662.26     614.96
12.394      714.12     662.04     614.96
12.611      714.12     661.86     614.96
12.827      714.12     661.64     614.96
13.043      714.12     661.42     614.96
13.262      714.12     661.20     614.96
13.483      714.12     660.76     614.96
13.703      714.12     660.57     614.96
13.923      714.12     660.36     614.96
14.143      714.12     660.14     614.96
14.362      714.12     659.92     614.96
14.579      714.12     659.70     614.96
14.796      714.12     659.48     614.96
15.012      714.12     659.29     614.96
15.228      714.12     659.07     614.96
15.444      714.12     658.86     614.96
15.659      714.12     658.64     614.96
15.875      714.12     658.42     614.96
16.092      714.12     658.01     614.96
16.308      714.12     657.79     614.96
16.523      714.12     657.57     614.96
16.738      714.12     657.36     614.96
16.954      714.12     657.14     614.96
17.169      714.12     656.95     614.96
17.385      714.12     656.73     614.96
17.600      714.12     656.51     614.96
17.817      714.12     656.29     614.96
18.035      714.12     656.07     614.96
18.252      714.12     655.86     614.96
18.471      714.12     655.67     614.96
18.691      714.12     655.23     614.96
18.911      714.12     655.01     614.96
19.133      714.12     654.79     614.96
19.352      714.12     654.57     614.96
19.569      714.12     654.39     614.96
19.785      714.12     654.17     614.96
20.002      714.12     653.95     614.96
20.219      714.12     653.73     614.96
20.434      714.12     653.51     614.96
20.650      714.12     653.32     614.96
20.866      714.12     653.11     614.96
21.082      714.12     652.89     614.96
21.301      714.12     652.64     614.96
21.521      714.12     652.23     614.96
21.738      714.12     652.04     614.96
21.955      714.12     651.82     614.96
22.171      714.12     651.60     614.96
22.387      714.12     651.39     614.96
22.602      714.12     651.17     614.96
22.818      714.12     650.95     614.96
23.034      714.12     650.76     614.96
23.251      714.12     650.54     614.96
23.467      714.12     650.32     614.96
23.684      714.12     650.11     614.96
23.900      714.12     649.89     614.96
24.117      714.12     649.48     614.96
24.334      714.12     649.26     614.96
24.549      714.12     649.04     614.96
24.765      714.12     648.82     614.96
24.981      714.12     648.61     614.96
25.198      714.12     648.42     614.96
25.413      714.12     648.20     614.96
25.629      714.12     647.98     614.96
25.844      714.12     647.76     614.96
26.060      714.12     647.54     614.96
26.276      714.12     647.32     614.96
26.494      714.12     647.14     614.96
26.712      714.12     646.92     614.96
26.931      714.12     646.48     614.96
27.150      714.12     646.26     614.96
27.369      714.12     646.04     614.96
27.586      714.12     645.86     614.96
27.802      714.12     645.64     614.96
28.018      714.12     645.42     614.96
28.234      714.12     645.20     614.96
28.450      714.12     644.98     614.96
28.666      714.12     644.76     614.96
28.884      714.12     644.57     614.96
29.103      714.12     644.36     614.96
29.320      714.12     644.14     614.96
29.537      714.12     643.70     614.96
29.753      714.12     643.51     614.96
29.970      714.12     643.29     614.96
30.186      714.12     643.07     614.96
30.403      714.12     642.86     614.96
30.618      714.12     642.64     614.96
30.834      714.12     642.42     614.96
31.050      714.12     642.23     614.96
31.267      714.12     642.01     614.96
31.482      714.12     641.79     614.96
31.698      714.12     641.57     614.96
31.914      714.12     641.35     614.96
32.130      714.12     641.14     614.96
32.346      714.12     640.73     614.96
32.561      714.12     640.51     614.96
32.777      714.12     640.29     614.96
32.993      714.12     640.07     614.96
33.210      714.12     639.86     614.96
33.426      714.12     639.67     614.96
33.641      714.12     639.45     614.96
33.857      714.12     639.23     614.96
34.074      714.12     639.01     614.96
34.290      714.12     638.79     614.96
34.506      714.12     638.61     614.96
34.721      714.12     638.39     614.96
34.937      714.12     638.17     614.96
35.152      714.12     637.73     614.96
35.368      714.12     637.51     614.96
35.585      714.12     637.32     614.96
35.802      714.12     637.11     614.96
36.018      714.12     636.89     614.96
36.235      714.12     636.67     614.96
36.452      714.12     636.45     614.96
36.667      714.12     636.23     614.96
36.884      714.12     636.04     614.96
37.101      714.12     635.82     614.96
37.317      714.12     635.61     614.96
37.532      714.12     635.39     614.96
37.748      714.12     635.17     614.96
37.966      714.12     634.76     614.96
38.185      714.12     634.54     614.96
38.402      714.12     634.32     614.96
38.619      714.12     634.11     614.96
38.835      714.12     633.89     614.96
39.052      714.12     633.70     614.96
39.272      714.12     633.48     614.96
39.493      714.12     633.26     614.96
39.711      714.12     633.04     614.96
39.929      714.12     632.82     614.96
40.146      714.12     632.61     614.96
40.363      714.12     632.42     614.96
40.578      714.12     631.98     614.96
40.794      714.12     631.76     614.96
41.012      714.12     631.54     614.96
41.234      714.12     631.32     615.02
41.459      714.12     631.14     615.02
41.681      714.12     630.92     615.02
41.900      714.12     630.70     615.02
42.118      714.12     630.48     615.02
42.335      714.12     630.26     615.02
42.551      714.12     630.04     615.02
42.767      714.12     629.85     615.02
42.983      714.12     629.42     615.02
43.202      714.12     629.20     615.02
43.424      714.12     628.98     615.02
43.646      714.12     628.79     615.02
43.866      714.12     628.57     615.02
44.086      714.12     628.35     615.02
44.305      714.12     628.14     615.02
44.528      714.12     627.92     615.02
44.758      714.12     627.70     615.02
44.987      714.12     627.51     615.02
45.212      714.12     627.07     615.02
45.432      714.12     626.86     615.02
45.653      714.12     626.64     615.02
45.875      714.12     626.42     615.02
46.094      714.12     626.23     615.02
46.312      714.12     626.01     615.02
46.528      714.12     625.79     615.02
46.744      714.12     625.57     615.02
46.960      714.12     625.35     615.02
47.177      714.12     625.14     615.02
47.396      714.12     624.95     615.02
47.618      714.12     624.51     615.02
47.836      714.12     624.29     615.02
48.055      714.12     624.07     615.02
48.272      714.12     623.89     615.02
48.488      714.12     623.67     615.02
48.705      714.12     623.45     615.02
48.921      714.12     623.23     615.02
49.138      714.12     623.01     615.02
49.355      714.12     622.79     615.02
49.571      714.12     622.61     615.02
49.786      714.12     622.39     615.02
50.003      714.12     622.17     615.02
50.220      714.12     621.73     615.02
50.435      714.12     621.51     615.02
50.651      714.12     621.32     615.02
50.867      714.12     621.10     615.02
51.083      714.12     620.89     615.02
51.299      714.12     620.67     615.02
51.514      714.12     620.45     615.02
51.730      714.12     620.23     615.02
51.945      714.12     620.04     615.02
52.161      714.12     619.82     615.02
52.377      714.12     619.61     615.02
52.592      714.12     619.39     615.02
52.808      714.12     619.17     615.02
53.028      714.12     618.76     615.02
53.249      714.12     618.54     615.02
53.467      714.12     618.32     615.02
53.685      714.12     618.11     615.02
53.903      714.12     617.89     615.02
54.121      714.12     617.70     615.02
54.338      714.12     617.48     615.02
54.555      714.12     617.26     615.02
54.771      714.12     617.04     615.02
54.987      714.12     616.82     615.02
55.204      714.12     616.61     615.02
55.420      714.12     616.42     615.02
55.635      714.12     615.98     615.02
55.851      714.12     615.76     615.02
56.068      714.12     615.54     615.02
56.285      714.12     615.32     615.02
56.501      714.12     615.14     615.02
56.717      714.12     614.92     615.02
56.934      714.12     614.70     615.02
57.150      714.12     614.48     615.02
57.366      714.12     614.26     615.02
57.582      714.12     614.04     615.02
57.798      714.12     613.86     615.02
58.015      714.12     613.64     615.02
58.232      714.12     613.42     615.02
58.449      714.12     612.98     615.02
58.666      714.12     612.79     615.02
58.884      714.12     612.57     615.02
59.101      714.12     612.36     615.02
59.319      714.12     612.14     615.02
59.536      714.12     611.92     615.02
59.752      714.12     611.70     615.02
59.968      714.12     611.51     615.02
60.184      714.12     611.29     615.02
60.400      714.12     611.07     615.02
60.616      714.12     610.86     614.31
60.836      714.12     610.64     614.31
61.063      714.12     610.23     614.31
61.290      714.12     610.01     614.31
61.517      714.12     609.79     614.31
61.744      714.12     609.58     614.31
61.971      714.12     609.36     614.31
62.198      714.12     609.14     614.31
62.423      714.12     608.95     614.31
62.648      714.12     608.73     614.31
62.874      714.12     608.29     614.31
63.099      714.12     608.08     614.31
63.327      714.12     607.89     614.31
63.556      714.12     607.67     614.31
63.783      714.12     607.45     614.31
64.009      714.12     607.23     614.31
64.234      714.12     607.01     614.31
64.460      714.12     606.79     614.31
64.687      714.12     606.39     614.31
64.914      714.12     606.17     614.31
65.140      714.12     605.95     614.31
65.368      714.12     605.73     614.31
65.597      714.12     605.51     614.31
65.824      714.12     605.33     614.31
66.052      714.12     605.11     614.31
66.281      714.12     604.67     614.31
66.510      714.12     604.45     614.31
66.738      714.12     604.23     614.31
66.968      714.12     604.04     614.31
67.195      714.12     603.83     614.31
67.421      714.12     603.61     614.31
67.646      714.12     603.39     614.31
67.874      714.12     603.17     614.31
68.101      714.12     602.76     614.31
68.328      714.12     602.54     614.31
68.558      714.12     602.33     614.31
68.787      714.12     602.11     614.31
69.014      714.12     601.89     614.31
69.240      714.12     601.70     614.31
69.466      714.12     601.48     614.31
69.693      714.12     601.04     614.31
69.922      714.12     600.83     614.31
70.152      714.12     600.61     614.31
70.382      714.12     600.42     614.31
70.611      714.12     600.20     614.31
70.838      714.12     599.98     614.31
71.066      714.12     599.76     614.31
71.294      714.12     599.33     614.31
71.523      714.12     599.14     614.31
71.752      714.12     598.92     614.31
71.981      714.12     598.70     614.31
72.209      714.12     598.48     614.31
72.437      714.12     598.26     614.31
72.667      714.12     598.08     614.31
72.896      714.12     597.86     614.31
73.126      714.12     597.42     614.31
73.356      714.12     597.20     614.31
73.586      714.12     596.98     614.31
73.813      714.12     596.79     614.31
74.039      714.12     596.58     614.31
74.265      714.12     596.36     614.31
74.491      714.12     596.14     614.31
74.716      714.12     595.70     614.31
74.945      714.12     595.51     614.31
75.175      714.12     595.29     614.31
75.404      714.12     595.08     614.31
75.633      714.12     594.86     614.31
75.860      714.12     594.64     614.31
76.089      714.12     594.42     614.31
76.319      714.12     594.01     614.31
76.548      714.12     593.79     614.31
76.777      714.12     593.58     614.31
77.005      714.12     593.36     614.31
77.231      714.12     593.17     614.31
77.456      714.12     592.95     614.31
77.684      714.12     592.73     614.31
77.913      714.12     592.51     614.31
78.142      714.12     592.08     614.31
78.370      714.12     591.89     614.31
78.599      714.12     591.67     614.31
78.827      714.12     591.45     614.31
79.054      714.12     591.23     614.31
79.282      714.12     591.01     614.31
79.513      714.12     590.79     614.31
79.743      714.12     590.39     614.31
79.973      714.12     590.17     614.31
80.202      714.12     589.95     614.31
80.430      714.12     589.73     614.31
80.655      714.12     589.51     614.31
80.883      714.12     589.33     614.31
81.113      714.12     589.11     614.31
81.342      714.12     588.67     614.31
81.570      714.12     588.45     614.31
81.799      714.12     588.26     614.31
82.027      714.12     588.04     614.31
82.253      714.12     587.83     614.31
82.479      714.12     587.61     614.31
82.706      714.12     587.39     614.31
82.935      714.12     586.98     614.31
83.165      714.12     586.76     614.31
83.394      714.12     586.54     614.31
83.623      714.12     586.33     614.31
83.850      714.12     586.11     614.31
84.079      714.12     585.89     614.31
84.309      714.12     585.70     614.31
84.539      714.12     585.48     614.31
84.769      714.12     585.04     614.31
84.997      714.12     584.83     614.31
85.223      714.12     584.61     614.31
85.451      714.12     584.42     614.31
85.680      714.12     584.20     614.31
85.907      714.12     583.98     614.31
86.141      714.12     583.76     614.31
86.377      714.12     583.36     614.31
86.609      714.12     583.14     614.31
86.838      714.12     582.92     614.31
87.067      714.12     582.70     614.31
87.298      714.12     582.48     614.31
87.528      714.12     582.26     614.31
87.758      714.12     581.86     614.31
87.988      714.12     581.64     614.31
88.217      714.12     581.42     614.31
88.445      714.12     581.20     614.31
88.675      714.12     580.98     614.31
88.905      714.12     580.79     614.31
89.135      714.12     580.58     614.31
89.365      714.12     580.14     614.31
89.594      714.12     579.92     614.31
89.822      714.12     579.70     614.31
90.049      714.12     579.51     614.31
90.275      714.12     579.29     614.31
90.500      714.12     579.08     614.31
90.726      714.12     578.86     614.31
90.955      714.12     578.64     614.31
91.185      714.12     578.23     614.31
91.415      714.12     578.01     614.31
91.643      714.12     577.79     614.31
91.869      714.12     577.58     614.31
92.097      714.12     577.36     614.31
92.327      714.12     577.17     614.31
92.557      714.12     576.95     614.31
92.786      714.12     576.51     614.31
93.016      714.12     576.29     614.31
93.244      714.12     576.08     614.31
93.470      714.12     575.89     614.31
93.695      714.12     575.67     614.31
93.922      714.12     575.45     614.31
94.151      714.12     575.23     614.31
94.381      714.12     574.79     614.31
94.611      714.12     574.61     614.31
94.839      714.12     574.39     614.31
95.066      714.12     574.17     614.31
95.292      714.12     573.95     614.31
95.517      714.12     573.73     614.31
95.743      714.12     573.54     614.31
95.971      714.12     573.33     614.31
96.200      714.12     572.89     614.31
96.428      714.12     572.67     614.31
96.656      714.12     572.45     614.31
96.881      714.12     572.26     614.31
97.109      714.12     572.04     614.31
97.339      714.12     571.83     614.31
97.567      714.12     571.61     614.31
97.795      714.12     571.17     614.31
98.026      714.12     570.98     614.31
98.254      714.12     570.76     614.31
98.480      714.12     570.54     614.31
98.706      714.12     570.33     614.31
98.933      714.12     570.11     614.31
99.161      714.12     569.89     614.31
99.392      714.12     569.70     614.31
99.621      714.12     569.26     614.31
99.849      714.12     569.04     614.31
100.076     714.12     568.83     614.31
100.303     714.12     568.64     614.31
100.533     714.12     568.42     614.31
100.763     714.12     568.20     614.31
100.991     714.12     567.98     614.31
101.218     714.12     567.54     614.31
101.446     714.12     567.36     614.31
101.673     714.12     567.14     614.31
101.899     714.12     566.92     614.31
102.127     714.12     566.70     614.31
102.357     714.12     566.48     614.31
102.586     714.12     566.26     614.31
102.816     714.12     565.86     614.31
103.045     714.12     565.64     614.31
103.272     714.12     565.42     614.31
103.498     714.12     565.20     614.31
103.724     714.12     564.98     614.31
103.950     714.12     564.79     614.31
104.179     714.12     564.58     614.31
104.411     714.12     564.36     614.31
104.645     714.12     563.92     614.31
104.874     714.12     563.73     614.31
105.101     714.12     563.51     614.31
105.327     714.12     563.29     614.31
105.555     714.12     563.08     614.31
105.786     714.12     562.86     614.31
106.017     714.12     562.64     614.31
106.246     714.12     562.23     614.31
106.472     714.12     562.01     614.31
106.697     714.12     561.79     614.31
106.926     714.12     561.58     614.31
107.160     714.12     561.36     614.31
107.396     714.12     561.17     614.31
107.631     714.12     560.73     614.31
107.864     714.12     560.51     614.31
108.093     714.12     560.29     614.31
108.321     714.12     560.08     614.31
108.549     714.12     559.89     614.31
108.778     714.12     559.67     614.31
109.007     714.12     559.45     614.31
109.233     714.12     559.01     614.31
109.460     714.12     558.83     614.31
109.687     714.12     558.61     614.31
109.917     714.12     558.39     614.31
110.148     714.12     558.17     614.31
110.379     714.12     557.95     614.31
110.609     714.12     557.73     614.31
110.838     714.12     557.54     614.31
111.065     714.12     557.11     614.31
111.291     714.12     556.89     614.31
111.520     714.12     556.67     614.31
111.748     713.99     556.33     614.31
111.977     713.99     556.14     614.31
112.207     713.99     555.92     614.31
112.437     713.99     555.70     614.31
112.665     713.99     555.26     614.31
112.892     713.99     555.04     614.31
113.120     713.99     554.86     614.31
113.351     713.99     554.64     614.31
113.581     713.99     554.42     614.31
113.812     713.99     554.20     614.31
114.042     713.99     553.98     614.31
114.271     713.99     553.58     614.31
114.497     713.99     553.36     614.31
114.725     713.99     553.14     614.31
114.955     713.99     552.92     614.31
115.186     713.99     552.70     614.31
115.416     713.99     552.51     614.31
115.647     713.99     552.29     614.31
115.875     713.99     551.86     614.31
116.101     713.99     551.64     614.31
116.330     713.99     551.42     614.31
116.560     713.99     551.23     614.31
116.791     713.99     551.01     614.31
117.021     713.99     550.79     614.31
117.250     713.99     550.58     614.31
117.477     713.99     550.14     614.31
117.703     713.99     549.95     614.31
117.931     713.99     549.73     614.31
118.162     713.99     549.51     614.31
118.392     713.99     549.29     614.31
118.622     713.99     549.08     614.31
118.849     713.99     548.89     614.31
119.076     713.99     548.45     614.31
119.303     713.99     548.23     614.31
119.531     713.99     548.01     614.31
119.760     713.99     547.79     614.31
119.989     713.99     547.61     614.31
120.219     713.99     547.39     614.31
120.450     713.99     547.17     614.31
120.679     713.64     546.40     615.09
120.905     713.64     546.40     615.09
121.134     713.64     546.40     615.09
121.365     713.64     546.40     615.09
121.596     713.64     546.40     615.09
121.826     713.64     546.40     615.09
122.057     713.64     546.40     615.09
122.286     713.64     546.40     615.09
122.512     713.64     546.40     615.09
122.741     713.64     546.40     615.09
122.972     713.64     546.40     615.09
123.203     713.64     546.40     615.09
123.432     713.64     546.40     615.09
123.659     713.64     546.40     615.09
123.886     713.64     546.40     615.09
124.115     713.64     546.40     615.09
124.347     713.64     546.40     615.09
124.578     713.64     546.40     615.09
124.809     713.64     546.40     615.09
125.040     713.64     546.40     615.09
125.268     713.64     546.40     615.09
125.495     713.64     546.40     615.09
125.723     713.64     546.40     615.09
125.954     713.64     546.40     615.09
126.185     713.64     546.40     615.09
126.415     713.64     546.40     615.09
126.645     713.64     546.40     615.09
126.875     713.64     546.40     615.09
127.103     713.64     546.40     615.09
