Watching PID 2943154 page references grow, output every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.208       398.28     395.82     306.61
0.425       713.96     710.32     624.15
0.648       713.96     708.72     625.70
0.873       713.96     708.50     625.70
1.095       713.96     708.28     625.70
1.315       713.96     708.06     625.70
1.536       713.96     707.87     625.70
1.757       713.96     707.65     625.70
1.978       713.96     707.44     625.70
2.198       713.96     707.22     625.70
2.418       713.96     707.00     625.70
2.639       713.96     706.78     625.70
2.861       713.96     706.37     625.70
3.082       713.96     706.15     625.70
3.301       713.96     705.94     625.70
3.521       713.96     705.72     625.70
3.752       713.96     705.50     626.54
3.985       713.96     705.31     626.54
4.207       713.96     705.09     626.54
4.428       713.96     704.87     626.54
4.651       713.96     704.65     626.54
4.880       713.96     704.22     626.55
5.111       713.96     679.71     626.55
5.336       713.96     670.00     626.55
5.554       713.96     668.91     626.55
5.773       713.96     668.28     626.55
5.991       713.96     667.97     626.55
6.208       713.96     667.66     626.55
6.424       713.96     667.38     626.55
6.642       713.96     667.09     626.55
6.861       713.96     666.78     626.55
7.079       713.96     666.28     626.55
7.297       713.96     666.00     626.55
7.514       713.96     665.72     626.55
7.731       713.96     665.41     626.55
7.948       713.96     665.12     626.55
8.163       713.96     664.81     626.55
8.379       713.96     664.53     626.55
8.596       713.96     664.25     626.55
8.819       713.96     663.97     626.55
9.047       713.96     663.53     626.55
9.270       713.96     662.88     626.55
9.490       713.96     661.88     626.55
9.712       713.96     661.59     626.55
9.936       713.96     661.28     626.55
10.156      713.96     661.00     626.55
10.374      713.96     660.69     626.55
10.593      713.96     660.36     626.55
10.811      713.96     660.08     626.55
11.028      713.96     659.80     626.55
11.245      713.96     659.52     626.55
11.463      713.96     659.21     626.55
11.680      713.96     658.90     626.55
11.896      713.96     658.42     626.55
12.112      713.96     658.10     626.55
12.327      713.96     657.82     626.55
12.543      713.96     657.42     626.55
12.761      713.96     656.95     626.55
12.981      713.96     656.10     626.55
13.200      713.96     655.67     626.55
13.424      713.96     655.35     626.55
13.651      713.96     655.03     626.55
13.875      713.96     654.75     626.55
14.095      713.96     654.22     626.55
14.314      713.96     653.97     626.55
14.531      713.96     653.66     626.55
14.749      713.96     653.38     626.55
14.966      713.96     653.06     626.55
15.183      713.96     652.78     626.55
15.398      713.96     652.47     626.55
15.615      713.96     652.19     626.55
15.832      713.96     651.91     626.55
16.049      713.96     651.55     626.55
16.265      713.96     651.16     626.55
16.481      713.96     650.40     626.55
16.698      713.96     649.86     626.55
16.915      713.96     649.22     626.55
17.133      713.96     648.93     626.55
17.350      713.96     648.61     626.55
17.566      713.96     648.33     626.55
17.783      713.96     648.05     626.55
17.999      713.96     647.77     626.55
18.214      713.96     647.46     626.55
18.430      713.96     647.18     626.55
18.646      713.96     646.86     626.55
18.862      713.96     646.58     626.55
19.078      713.96     646.30     626.55
19.294      713.96     646.02     626.55
19.511      713.96     645.71     626.55
19.727      713.96     645.11     626.55
19.943      713.96     644.68     626.55
20.159      713.96     643.96     626.55
20.375      713.96     643.43     626.55
20.591      713.96     643.02     626.55
20.807      713.96     642.74     626.55
21.023      713.96     642.43     626.55
21.239      713.96     642.17     626.55
21.455      713.96     641.85     626.55
21.673      713.96     641.57     626.55
21.893      713.96     641.26     626.55
22.111      713.96     640.98     626.55
22.329      713.96     640.48     626.55
22.545      713.96     640.20     626.55
22.763      713.96     639.88     626.55
22.983      713.96     639.60     626.55
23.202      713.96     639.26     626.55
23.419      713.96     638.95     626.55
23.636      713.96     638.51     626.55
23.854      713.96     637.82     626.55
24.072      713.96     637.26     626.55
24.290      713.96     636.85     626.55
24.507      713.96     636.54     626.55
24.724      713.96     636.26     626.55
24.941      713.96     635.76     626.55
25.158      713.96     635.48     626.55
25.374      713.96     635.17     626.55
25.590      713.96     634.88     626.55
25.807      713.96     634.60     626.55
26.023      713.96     634.33     626.55
26.238      713.96     634.02     626.55
26.453      713.96     633.74     626.55
26.669      713.96     633.46     626.55
26.886      713.96     633.15     626.55
27.102      713.96     632.83     626.55
27.318      713.96     632.33     626.55
27.535      713.96     631.77     626.55
27.751      713.96     630.96     626.55
27.968      713.96     630.49     626.55
28.184      713.96     630.21     626.55
28.400      713.96     629.93     626.55
28.616      713.96     629.61     626.55
28.833      713.96     629.33     626.55
29.050      713.96     629.02     626.55
29.266      713.96     628.74     626.55
29.483      713.96     628.46     626.55
29.700      713.96     628.18     626.55
29.916      713.96     627.86     626.55
30.132      713.96     627.58     626.55
30.348      713.96     627.27     626.55
30.565      713.96     626.77     626.55
30.782      713.96     626.43     626.55
30.999      713.96     625.96     626.55
31.215      713.96     625.36     626.55
31.431      713.96     624.77     626.55
31.648      713.96     624.40     626.55
31.864      713.96     624.02     626.55
32.080      713.96     623.73     626.55
32.297      713.96     623.42     626.55
32.514      713.96     623.15     626.55
32.731      713.96     622.83     626.55
32.949      713.96     622.58     626.55
33.165      713.96     622.27     626.55
33.381      713.96     621.77     626.55
33.597      713.96     621.46     626.55
33.815      713.96     621.18     626.55
34.033      713.96     620.93     626.55
34.249      713.96     620.61     626.55
34.466      713.96     620.27     626.55
34.683      713.96     619.80     626.55
34.899      713.96     619.18     626.55
35.115      713.96     618.63     626.55
35.332      713.96     618.20     626.55
35.548      713.96     617.85     626.55
35.766      713.96     617.54     626.55
35.983      713.87     616.95     626.58
36.199      713.87     616.67     626.58
36.415      713.87     616.40     626.58
36.631      713.87     616.12     626.58
36.848      713.87     615.81     626.58
37.064      713.87     615.52     626.58
37.280      713.87     615.21     626.58
37.496      713.87     614.96     626.58
37.712      713.87     614.65     626.58
37.929      713.87     614.37     626.58
38.145      713.87     614.04     626.58
38.362      713.87     613.63     626.58
38.578      713.87     613.13     626.58
38.795      713.87     612.32     626.58
39.012      713.87     611.88     626.58
39.228      713.87     611.44     626.58
39.444      713.87     611.14     626.58
39.661      713.87     610.89     626.58
39.877      713.87     610.58     626.58
40.093      713.87     610.29     626.58
40.309      713.87     609.99     626.58
40.529      713.87     609.71     626.58
40.750      713.87     609.43     626.58
40.970      713.87     609.15     626.58
41.188      713.75     608.74     626.58
41.404      713.75     608.21     626.58
41.621      713.75     607.93     626.58
41.837      713.75     607.62     626.58
42.054      713.75     607.31     626.58
42.270      713.75     606.87     626.58
42.486      713.62     606.25     626.58
42.702      713.62     605.69     626.58
42.919      713.62     605.22     626.58
43.135      713.50     604.69     626.58
43.351      713.50     604.38     626.58
43.569      713.50     604.10     626.58
43.787      713.50     603.79     626.58
44.005      713.50     603.50     626.58
44.222      713.50     603.00     626.58
44.439      713.37     602.61     626.58
44.656      713.37     602.33     626.58
44.873      713.37     602.01     626.58
45.090      713.37     601.73     626.58
45.307      713.37     601.42     626.58
45.523      713.37     601.18     626.58
45.740      713.37     600.90     626.58
45.957      713.37     600.49     626.58
46.173      713.37     600.12     626.58
46.390      713.37     599.62     626.58
46.607      713.25     598.87     626.58
46.825      713.25     598.22     626.58
47.043      713.25     597.85     626.58
47.260      713.25     597.54     626.58
47.476      713.25     597.22     626.58
47.693      713.25     596.94     626.58
47.910      713.25     596.67     626.58
48.127      713.25     596.39     626.58
48.344      713.25     596.11     626.58
48.561      713.25     595.79     626.58
48.778      713.14     595.40     626.58
48.996      711.73     593.72     626.58
49.213      710.48     592.20     626.58
49.430      707.73     589.17     626.57
49.649      704.36     585.26     626.64
49.870      702.11     582.63     626.64
50.089      701.98     582.17     626.64
50.305      701.98     581.77     626.64
50.522      701.48     580.65     626.64
50.741      701.48     580.15     626.64
50.959      701.48     579.71     626.64
51.175      701.36     579.24     626.64
51.391      701.36     579.00     626.64
51.608      701.23     578.59     626.64
51.825      701.23     578.28     626.64
52.042      701.23     578.01     626.64
52.258      701.23     577.51     626.64
52.475      701.23     577.23     626.64
52.691      701.23     576.95     626.64
52.907      701.23     576.63     626.64
53.123      701.23     576.36     626.64
53.339      701.23     576.08     626.64
53.556      701.23     575.80     626.64
53.772      701.23     575.46     626.64
53.989      701.23     575.05     626.64
54.205      701.11     574.56     626.64
54.421      700.86     573.75     626.64
54.637      699.23     571.56     626.64
54.853      698.11     570.06     626.64
55.069      697.94     569.27     629.45
55.287      697.94     569.00     630.95
55.507      697.94     568.72     632.28
55.725      697.94     568.41     633.90
55.942      697.94     568.16     635.65
56.158      697.94     567.84     638.03
56.374      697.94     567.58     640.90
56.590      697.94     567.29     642.40
56.806      697.94     566.98     643.03
57.022      697.94     566.70     643.28
57.238      697.94     566.42     645.44
57.455      697.94     566.15     648.28
57.672      697.94     565.65     649.43
57.889      697.94     565.18     651.48
58.105      697.94     564.90     653.80
58.321      697.94     564.43     656.18
58.538      697.94     563.80     659.55
58.756      697.94     563.24     661.59
58.974      697.94     562.91     662.07
59.191      697.94     562.63     662.23
59.408      697.94     562.34     662.23
59.625      697.94     562.06     662.34
59.842      697.94     561.76     663.09
60.058      697.94     561.48     664.49
60.275      697.94     561.20     666.34
60.491      697.94     560.70     667.75
60.708      697.94     560.43     672.11
60.925      697.94     560.15     676.26
61.141      697.94     559.84     677.83
61.357      697.94     559.56     678.63
61.573      697.94     559.24     679.24
61.788      697.94     558.94     679.24
62.004      697.94     558.50     679.24
62.219      697.94     558.13     679.24
62.435      697.94     557.60     679.69
62.651      697.94     557.01     679.69
62.867      697.94     556.61     680.64
63.084      697.94     556.30     680.64
63.299      697.94     555.76     680.64
63.515      697.94     555.48     680.64
63.731      697.94     555.18     681.44
63.948      697.94     554.93     681.71
64.170      697.94     554.65     681.99
64.395      697.94     554.34     682.96
64.616      697.94     554.06     683.46
64.835      697.94     553.74     684.21
65.053      697.94     553.47     685.16
65.271      697.94     553.22     691.07
65.489      697.94     552.91     695.46
65.708      697.94     552.38     695.46
65.926      697.94     551.92     695.46
66.143      697.94     551.55     695.46
66.362      697.94     551.11     695.46
66.584      697.94     550.55     695.46
66.806      697.94     550.08     695.46
67.027      697.94     549.74     695.46
67.246      697.94     549.40     695.46
67.462      697.94     549.15     695.46
67.679      697.94     548.84     695.46
67.897      697.94     548.57     695.46
68.114      697.94     548.07     695.46
68.332      697.94     547.75     695.46
68.551      697.94     547.50     695.46
68.769      697.94     547.19     695.46
68.988      697.94     546.91     695.46
69.207      697.94     546.64     695.46
69.426      697.94     546.33     695.46
69.645      697.94     546.03     695.46
69.863      697.94     545.65     695.46
70.081      697.94     545.28     695.46
70.298      697.94     544.85     695.46
70.514      697.94     544.38     695.46
70.732      697.94     543.73     695.46
70.950      697.94     543.30     695.46
71.167      697.90     542.92     695.42
71.384      697.90     542.61     695.42
71.602      697.90     542.34     695.42
71.819      697.90     542.04     695.42
72.035      697.90     541.79     695.42
72.251      697.90     541.52     695.42
72.468      697.90     541.24     695.42
72.685      697.90     540.97     695.42
72.901      697.90     540.70     695.42
73.121      697.90     540.42     695.41
73.346      697.90     539.96     695.41
73.573      697.90     539.69     695.41
73.797      686.34     533.65     683.86
74.017      575.89     428.76     573.40
74.230      271.80     124.67     269.32
74.438      271.80     124.66     269.31
74.647      271.80     124.64     269.31
74.855      271.80     124.62     269.31
75.063      271.80     124.62     269.31
75.272      271.80     124.59     269.31
75.480      271.80     124.58     269.31
75.689      271.80     124.57     269.31
75.897      271.80     124.55     269.31
76.105      271.80     124.53     269.31
76.314      271.80     124.52     269.31
76.522      271.80     124.50     269.31
76.731      271.80     124.49     269.31
76.939      271.80     124.47     269.31
77.148      271.80     124.46     269.31
77.356      271.80     124.44     269.31
77.565      271.80     124.43     269.31
77.773      271.80     124.41     269.31
77.981      271.80     124.38     269.31
78.190      271.80     124.36     269.31
78.398      271.80     124.35     269.31
78.607      271.80     124.35     269.31
78.815      271.80     124.35     269.29
79.024      271.80     124.35     269.29
79.232      271.80     124.35     269.29
79.442      271.80     124.35     269.29
79.651      271.80     124.35     269.29
79.860      271.80     124.35     269.29
80.069      271.80     124.35     269.29
80.278      271.80     124.35     269.29
80.487      271.80     124.35     269.29
80.696      271.80     124.35     269.29
80.906      271.80     124.35     269.29
81.115      271.80     124.35     269.29
81.324      271.80     124.35     269.29
81.533      271.80     124.35     269.29
81.742      271.80     124.35     269.29
81.951      271.80     124.35     269.29
82.160      271.80     124.35     269.29
82.369      271.80     124.35     269.29
82.578      271.80     124.35     269.29
82.787      271.80     124.35     269.29
82.997      271.80     124.35     269.29
83.206      271.80     124.35     269.29
83.415      271.80     124.35     269.29
83.624      271.80     124.35     269.29
83.833      271.80     124.35     269.29
84.043      271.80     124.35     269.29
84.252      271.80     124.35     269.29
84.461      271.80     124.35     269.29
84.670      271.80     124.35     269.29
84.879      271.80     124.35     269.29
85.089      271.80     124.35     269.29
85.298      271.80     124.35     269.29
85.507      271.80     124.35     269.29
85.716      271.80     124.35     269.29
85.925      271.80     124.35     269.29
86.135      271.80     124.35     269.29
86.344      271.80     124.35     269.29
86.553      271.80     124.35     269.29
86.762      271.80     124.35     269.29
86.972      271.80     124.35     269.29
87.180      271.80     124.35     269.29
87.389      271.80     124.35     269.29
87.598      271.80     124.35     269.29
87.807      271.80     124.35     269.29
88.017      271.80     124.35     269.29
88.226      271.80     124.35     269.29
88.435      271.80     124.35     269.29
88.644      271.80     124.35     269.29
88.854      271.80     124.35     269.29
89.063      271.80     124.35     269.29
89.272      271.80     124.35     269.29
89.481      271.80     124.35     269.29
89.691      271.80     124.35     269.29
89.900      271.80     124.35     269.29
90.109      271.80     124.35     269.29
90.318      271.80     124.35     269.29
90.528      271.80     124.35     269.29
90.737      271.80     124.35     269.29
90.946      271.80     124.35     269.29
91.156      271.80     124.35     269.29
91.365      271.80     124.35     269.29
91.574      271.80     124.35     269.29
91.783      271.80     124.35     269.29
91.992      271.80     124.35     269.29
92.201      271.80     124.35     269.29
92.410      271.80     124.35     269.29
92.619      271.80     124.35     269.29
92.828      271.80     124.35     269.29
93.037      271.80     124.35     269.29
93.246      271.80     124.35     269.29
93.455      271.80     124.35     269.29
93.665      271.80     124.35     269.29
93.874      271.80     124.35     269.29
94.083      271.80     124.35     269.29
94.292      271.80     124.35     269.29
94.502      271.80     124.35     269.29
94.711      271.80     124.35     269.29
94.920      271.80     124.35     269.29
95.129      271.80     124.35     269.29
95.339      271.80     124.35     269.29
95.548      271.80     124.35     269.29
95.757      271.80     124.35     269.29
95.966      271.80     124.35     269.29
96.176      271.80     124.35     269.29
96.385      271.80     124.35     269.29
96.593      271.80     124.35     269.29
96.803      271.80     124.35     269.29
97.012      271.80     124.35     269.29
97.221      271.80     124.35     269.29
97.430      271.80     124.35     269.29
97.639      271.80     124.35     269.29
97.848      271.80     124.35     269.29
98.058      271.80     124.35     269.29
98.267      271.80     124.35     269.29
98.476      271.80     124.35     269.29
98.685      271.80     124.35     269.29
98.895      271.80     124.35     269.29
99.104      271.80     124.35     269.29
99.313      271.80     124.35     269.29
99.522      271.80     124.35     269.29
99.732      271.80     124.35     269.29
99.941      271.80     124.35     269.29
100.150     271.80     124.35     269.29
100.360     271.80     124.35     269.29
100.569     271.80     124.35     269.29
100.778     271.80     124.35     269.29
100.987     271.80     124.35     269.29
101.196     271.80     124.35     269.29
101.405     271.80     124.35     269.29
101.614     271.80     124.35     269.29
101.824     271.80     124.35     269.29
102.033     271.80     124.35     269.29
102.242     271.80     124.35     269.29
102.451     271.80     124.35     269.29
102.661     271.80     124.35     269.29
102.870     271.80     124.35     269.29
103.079     271.80     124.35     269.29
103.295     271.80     124.35     269.29
103.512     271.80     124.35     269.29
103.724     271.80     124.35     269.29
103.934     271.80     124.35     269.29
104.143     271.80     124.35     269.29
104.352     271.80     124.35     269.29
104.561     271.80     124.35     269.29
104.770     271.80     124.35     269.29
104.980     271.80     124.35     269.29
105.189     271.80     124.35     269.29
105.398     271.80     124.35     269.29
105.607     271.80     124.35     269.29
105.816     271.80     124.35     269.29
106.025     271.80     124.35     269.29
106.234     271.80     124.35     269.29
106.443     271.80     124.35     269.29
106.653     271.80     124.35     269.29
106.863     271.80     124.35     269.29
107.073     271.80     124.35     269.29
