Watching PID 2932679 page references grow, output every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.208       389.32     386.75     301.42
0.427       714.02     711.39     626.83
0.646       714.10     709.03     629.74
0.869       714.10     708.62     629.74
1.091       714.10     708.40     629.74
1.314       714.10     708.19     629.74
1.534       714.10     707.97     629.74
1.753       714.10     707.75     629.74
1.974       714.10     707.56     629.74
2.195       714.10     707.34     629.74
2.414       714.10     707.12     629.74
2.634       714.10     706.90     629.74
2.860       714.10     706.68     630.63
3.095       714.10     706.28     630.64
3.325       714.10     706.06     630.64
3.547       714.10     705.84     630.64
3.767       714.10     705.62     630.64
3.987       714.10     705.40     630.64
4.206       714.10     705.22     630.64
4.425       714.10     705.00     630.64
4.645       714.10     704.78     630.64
4.863       714.10     704.56     630.64
5.086       714.10     680.19     630.64
5.310       714.10     670.22     630.64
5.529       714.10     669.57     630.64
5.747       714.10     669.24     630.64
5.966       714.10     668.93     630.64
6.186       714.10     668.24     630.64
6.405       714.10     667.48     630.64
6.623       714.10     667.05     630.64
6.839       714.10     666.73     630.64
7.056       714.10     666.44     630.64
7.272       714.10     666.13     630.64
7.489       714.10     665.60     630.64
7.706       714.10     665.34     630.64
7.926       714.10     665.02     630.64
8.149       714.10     664.71     630.64
8.370       714.10     664.42     630.64
8.586       714.10     664.11     630.64
8.803       714.10     663.83     630.64
9.023       714.10     663.54     630.64
9.247       714.10     663.19     630.64
9.467       714.10     662.72     630.64
9.685       714.10     661.71     630.64
9.903       714.10     661.15     630.64
10.120      714.10     660.80     630.64
10.336      714.10     660.51     630.64
10.553      714.10     660.20     630.64
10.770      714.10     659.88     630.64
10.987      714.10     659.60     630.64
11.204      714.10     659.32     630.64
11.421      714.10     659.00     630.64
11.637      714.10     658.71     630.64
11.853      714.10     658.40     630.64
12.070      714.10     658.08     630.64
12.286      714.10     657.80     630.64
12.502      714.10     657.26     630.64
12.718      714.10     656.85     630.64
12.936      714.10     656.19     630.64
13.153      714.10     655.54     630.64
13.369      714.10     655.09     630.64
13.587      714.10     654.81     630.64
13.806      714.10     654.49     630.64
14.024      714.10     654.17     630.64
14.241      714.10     653.86     630.64
14.458      714.10     653.57     630.64
14.675      714.10     653.29     630.64
14.892      714.10     652.97     630.64
15.110      714.10     652.46     630.64
15.328      714.10     652.15     630.64
15.544      714.10     651.84     630.64
15.761      714.10     651.55     630.64
15.979      714.10     651.17     630.64
16.196      714.10     650.55     630.64
16.413      714.10     649.88     630.64
16.629      714.10     649.38     630.64
16.846      714.10     649.04     630.64
17.064      714.10     648.77     630.64
17.290      714.10     648.46     630.64
17.520      714.10     647.92     630.64
17.744      714.10     647.64     630.64
17.970      714.10     647.36     630.71
18.196      714.10     647.05     630.71
18.416      714.10     646.75     630.71
18.635      714.10     646.44     630.71
18.852      714.10     646.13     630.71
19.069      714.10     645.81     630.71
19.287      714.10     645.53     630.71
19.505      714.10     644.90     630.71
19.722      714.10     644.08     630.71
19.939      714.10     643.51     630.71
20.156      714.10     643.11     630.71
20.372      714.10     642.85     630.71
20.588      714.10     642.54     630.71
20.804      714.10     642.22     630.71
21.020      714.10     641.93     630.71
21.237      714.10     641.62     630.71
21.453      714.10     641.31     630.71
21.669      714.10     641.05     630.71
21.885      714.10     640.73     630.71
22.102      714.10     640.42     630.71
22.319      714.10     640.13     630.71
22.535      714.10     639.60     630.71
22.751      714.10     639.22     630.71
22.968      714.10     638.40     630.71
23.185      714.10     637.87     630.71
23.401      714.10     637.46     630.71
23.617      714.10     637.11     630.71
23.833      714.10     636.83     630.71
24.049      714.10     636.51     630.71
24.265      714.10     636.22     630.71
24.482      714.10     635.91     630.71
24.698      714.10     635.60     630.71
24.914      714.10     635.31     630.71
25.131      714.10     635.03     630.71
25.347      714.10     634.48     630.71
25.563      714.10     634.20     630.71
25.779      714.10     633.86     630.71
25.997      714.10     633.51     630.71
26.214      714.10     632.97     630.71
26.431      714.10     632.22     630.71
26.647      714.10     631.79     630.71
26.863      714.10     631.44     630.71
27.079      714.10     631.09     630.71
27.297      714.10     630.81     630.71
27.514      714.10     630.51     630.71
27.730      714.10     630.20     630.71
27.947      714.10     629.89     630.71
28.165      714.10     629.38     630.71
28.381      714.10     629.10     630.71
28.597      714.10     628.79     630.71
28.813      714.10     628.49     630.71
29.029      714.10     628.15     630.71
29.245      714.10     627.81     630.71
29.461      714.10     627.37     630.71
29.677      714.10     626.70     630.71
29.894      714.10     626.08     630.71
30.111      714.10     625.72     630.71
30.330      714.10     625.38     630.71
30.549      714.10     625.07     630.71
30.770      714.10     624.59     630.71
30.991      714.10     624.28     630.71
31.210      714.10     623.96     630.71
31.428      714.10     623.67     630.71
31.645      714.10     623.36     630.71
31.862      714.10     623.04     630.71
32.079      714.10     622.79     630.71
32.296      714.10     622.47     630.71
32.513      714.10     622.10     630.71
32.730      714.10     621.71     630.71
32.947      714.10     621.15     630.71
33.164      714.10     620.49     630.71
33.380      714.10     619.86     630.71
33.597      714.10     619.48     630.71
33.813      714.10     619.17     630.71
34.029      714.10     618.85     630.71
34.246      714.10     618.57     630.71
34.467      714.10     618.25     630.71
34.690      713.99     617.85     630.72
34.910      713.99     617.54     630.72
35.128      713.99     617.22     630.72
35.345      713.99     616.94     630.72
35.562      713.99     616.65     630.72
35.779      713.99     616.09     630.72
35.996      713.99     615.78     630.72
36.213      713.99     615.25     630.72
36.430      713.99     614.71     630.72
36.646      713.99     614.21     630.72
36.862      713.99     613.74     630.72
37.079      713.99     613.40     630.72
37.295      713.99     613.09     630.72
37.512      713.99     612.78     630.72
37.728      713.99     612.52     630.72
37.945      713.99     612.20     630.72
38.162      713.99     611.92     630.72
38.378      713.99     611.61     630.72
38.594      713.99     611.11     630.72
38.810      713.99     610.83     630.72
39.026      713.99     610.52     630.72
39.242      713.99     610.17     630.72
39.458      713.99     609.85     630.72
39.676      713.99     609.51     630.72
39.893      713.99     608.88     630.72
40.115      713.99     608.41     630.72
40.339      713.99     607.88     630.72
40.558      713.99     607.44     630.72
40.776      713.99     607.15     630.72
40.994      713.99     606.84     630.72
41.212      713.99     606.37     630.72
41.429      713.99     606.06     630.72
41.645      713.99     605.78     630.72
41.862      713.99     605.46     630.72
42.078      713.99     605.15     630.72
42.295      713.99     604.90     630.72
42.512      713.99     604.58     630.72
42.730      713.99     604.30     630.72
42.947      713.99     603.92     630.72
43.165      713.99     603.55     630.72
43.382      713.99     603.05     630.72
43.599      713.99     602.61     630.72
43.815      713.99     601.77     630.72
44.032      713.99     601.32     630.72
44.249      713.99     601.01     630.72
44.466      713.99     600.69     630.72
44.683      713.89     600.31     630.72
44.899      713.89     600.03     630.72
45.117      713.89     599.71     630.72
45.334      713.89     599.43     630.72
45.551      713.89     599.12     630.72
45.768      713.89     598.83     630.72
45.986      713.89     598.55     630.72
46.204      713.89     598.23     630.72
46.420      713.89     597.67     630.72
46.637      713.89     597.29     630.72
46.853      713.89     596.83     630.72
47.070      713.89     596.29     630.72
47.287      713.89     595.79     630.72
47.503      713.89     595.33     630.72
47.721      713.89     594.94     630.72
47.938      713.78     594.54     630.72
48.156      713.77     594.25     630.72
48.374      713.65     593.86     630.72
48.590      713.65     593.54     630.72
48.807      713.64     593.22     630.72
49.023      713.64     592.94     630.72
49.240      713.64     592.43     630.72
49.456      713.52     592.02     630.72
49.674      713.52     591.71     630.72
49.891      713.52     591.37     630.72
50.109      713.52     590.99     630.72
50.328      713.52     590.56     630.72
50.545      713.52     590.16     630.72
50.762      713.52     589.66     630.72
50.979      713.52     589.08     630.72
51.196      713.52     588.71     630.72
51.413      713.39     588.24     630.72
51.630      713.39     587.99     630.72
51.848      713.39     587.46     630.72
52.064      713.39     587.15     630.72
52.281      713.39     586.87     630.72
52.498      713.39     586.54     630.72
52.716      713.39     586.29     630.72
52.934      713.39     585.98     630.72
53.152      713.39     585.70     630.72
