Watching PID 500291 page references grow, output every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.208       376.18     373.46     288.32
0.424       714.22     711.50     628.32
0.648       714.32     708.99     630.88
0.875       714.32     708.55     630.92
1.103       714.32     708.36     630.92
1.330       714.32     708.14     630.92
1.557       714.32     707.92     630.92
1.783       714.32     707.71     630.92
2.011       714.32     707.49     630.92
2.241       714.32     707.30     630.92
2.469       714.32     706.86     630.92
2.696       714.32     706.64     630.92
2.919       714.32     706.42     630.92
3.145       714.32     706.21     630.96
3.375       714.32     706.02     630.97
3.604       714.32     705.80     630.97
3.829       714.32     705.58     630.97
4.053       714.32     705.36     630.97
4.277       714.32     704.92     630.97
4.499       714.32     704.74     630.97
4.722       714.32     704.52     630.97
4.947       714.32     704.30     630.97
5.176       714.32     704.08     630.50
5.405       714.32     703.86     630.50
5.632       714.32     703.64     630.50
5.860       714.32     703.46     630.50
6.087       714.32     703.02     630.50
6.311       714.32     702.80     630.50
6.534       714.32     702.58     630.50
6.756       714.32     702.39     630.50
6.979       714.32     702.17     630.50
7.201       714.32     701.96     630.50
7.425       714.32     701.74     630.50
7.652       714.32     701.52     630.50
7.876       714.32     701.30     630.50
8.097       714.32     700.89     630.50
8.320       714.32     700.67     630.50
8.543       714.32     700.46     630.50
8.765       714.32     700.24     630.50
8.987       714.32     700.02     630.50
9.208       714.32     699.83     630.50
9.430       714.32     699.61     630.50
9.651       714.32     699.39     630.50
9.877       714.32     699.17     630.50
10.104      714.32     698.74     630.50
10.328      714.32     698.55     630.50
10.551      714.32     698.33     630.50
10.773      714.32     698.11     630.50
10.996      714.32     697.89     630.50
11.219      714.32     697.67     630.50
11.445      714.32     697.49     630.50
11.674      714.32     697.27     630.50
11.901      714.32     696.83     630.50
12.126      714.32     696.61     630.50
12.350      714.32     696.39     630.50
12.575      714.32     696.21     630.50
12.797      714.32     695.99     630.50
13.020      714.32     695.77     630.50
13.242      714.32     695.55     630.50
13.466      714.32     695.33     630.50
13.687      714.32     695.11     630.50
13.908      714.32     694.71     630.50
14.129      714.32     694.49     630.50
14.355      714.32     694.27     630.50
14.585      714.32     694.05     630.50
14.814      714.32     693.83     630.50
15.038      714.32     693.64     630.50
15.250        6.44       3.72       4.94
ERROR: can't open /proc/500291/smaps: No such file or directory at /scratchNVME/pg-tpch/wss.pl line 226.
