Watching PID 1142871 page references grow, output every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.211       527.21     524.82     333.39
0.432       713.88     708.94     523.93
0.653       713.88     708.72     523.93
0.871       713.88     708.51     523.93
1.094       713.88     708.29     523.94
1.320       713.88     708.10     523.94
1.542       713.88     707.88     523.94
1.760       713.88     707.66     523.94
1.978       713.88     707.44     523.94
2.196       713.88     707.01     523.94
2.414       713.88     706.82     523.94
2.631       713.88     706.60     523.94
2.849       713.88     706.38     523.94
3.067       713.88     706.16     523.94
3.285       713.88     705.94     523.94
3.502       713.88     705.72     523.94
3.719       713.88     705.54     523.94
3.937       713.88     705.32     523.94
4.155       713.88     705.10     523.94
4.374       713.88     704.88     523.96
4.593       713.88     704.66     523.96
4.812       713.88     704.26     523.96
5.034       713.88     700.39     523.97
5.260       713.88     697.47     523.97
5.486       713.88     695.56     523.97
5.713       713.88     671.63     523.97
5.939       713.88     668.92     523.97
6.164       713.88     668.34     523.97
6.388       713.88     667.71     523.97
6.612       713.88     666.00     523.97
6.836       713.88     665.41     523.97
7.060       713.88     664.86     523.97
7.284       713.88     663.62     523.97
7.508       713.88     662.69     523.97
7.732       713.88     662.11     523.97
7.956       713.88     661.54     523.97
8.180       713.88     659.99     523.97
8.404       713.88     659.40     523.97
8.628       713.88     658.61     523.97
8.852       713.88     658.03     523.97
9.076       713.88     656.48     523.97
9.301       713.88     655.93     523.97
9.525       713.88     655.35     523.97
9.749       713.88     654.39     523.97
9.973       713.88     653.18     523.97
10.197      713.88     652.61     523.97
10.421      713.88     652.06     523.97
10.645      713.88     650.60     523.97
10.870      713.88     649.70     523.97
11.094      713.88     649.13     523.97
11.318      713.88     648.55     523.97
11.542      713.88     647.85     523.97
11.766      713.88     647.66     523.97
11.991      713.88     647.44     523.97
12.215      713.88     647.23     523.97
12.439      713.88     646.79     523.97
12.663      713.88     646.57     523.97
12.888      713.88     646.38     523.97
13.112      713.88     646.16     523.97
13.336      713.88     645.94     523.97
13.560      713.88     645.72     523.97
13.785      713.88     645.51     523.97
14.009      713.88     645.32     523.97
14.233      713.88     645.10     523.97
14.457      713.88     644.66     523.97
14.682      713.88     644.44     523.97
14.906      713.88     644.23     523.97
15.130      713.88     644.04     523.97
15.354      713.88     643.82     523.97
15.579      713.88     643.60     523.97
15.802      713.88     643.38     523.97
16.025      713.88     643.16     523.97
16.249      713.88     642.76     523.97
16.473      713.88     642.54     523.97
16.697      713.88     642.32     523.97
16.922      713.88     642.10     523.97
17.146      713.88     641.88     523.97
