Watching PID 2122447 page references grow, output every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.208       394.12     391.73     303.29
0.427       713.93     710.46     624.95
0.652       713.94     708.78     626.95
0.879       713.94     708.56     626.95
1.101       713.94     708.34     627.17
1.319       713.94     708.16     627.17
1.538       713.94     707.94     627.17
1.757       713.94     707.72     627.17
1.977       713.94     707.50     627.17
2.197       713.94     707.28     627.17
2.417       713.94     707.06     627.17
2.636       713.94     706.87     627.17
2.861       713.94     706.44     627.23
3.090       713.94     706.22     627.23
3.312       713.94     706.00     627.23
3.531       713.94     705.78     627.23
3.751       713.94     705.59     627.23
3.976       713.94     705.37     627.23
4.202       713.94     705.16     627.23
4.424       713.94     704.94     627.23
4.644       713.94     704.72     627.23
4.864       713.94     704.31     627.23
5.090       713.94     695.77     627.23
5.322       713.94     669.87     627.23
5.550       713.94     669.40     627.23
5.779       713.94     668.97     627.23
6.006       713.94     668.58     627.23
6.234       713.94     668.15     627.23
6.462       713.94     666.82     627.23
6.689       713.94     666.08     627.23
6.915       713.94     665.65     627.23
7.143       713.94     665.26     627.23
7.369       713.94     664.83     627.23
7.595       713.94     664.40     627.23
7.820       713.94     663.44     627.23
8.047       713.94     662.55     627.23
8.277       713.94     662.12     627.23
8.507       713.94     661.51     627.23
8.734       713.94     661.08     627.23
8.962       713.94     660.65     627.23
9.193       713.94     660.04     627.23
9.423       713.94     658.82     627.23
9.652       713.94     658.39     627.23
9.878       713.94     657.96     627.23
10.103      713.94     657.32     627.23
10.330      713.94     656.89     627.23
10.557      713.94     656.51     627.23
10.782      713.94     655.47     627.23
11.009      713.94     654.65     627.23
11.237      713.94     654.21     627.23
11.464      713.94     653.80     627.23
11.691      713.94     653.37     627.23
11.919      713.94     652.75     627.23
12.148      713.94     651.88     627.23
12.374      713.94     650.90     627.23
12.600      713.94     650.47     627.23
12.826      713.94     650.04     627.23
13.053      713.94     649.64     627.23
13.281      713.94     649.21     627.23
13.509      713.94     648.51     627.23
13.738      713.94     647.27     627.23
13.966      713.68     646.50     627.23
14.194      713.68     646.08     627.23
14.422      713.68     645.69     627.23
14.651      713.68     645.27     627.23
14.877      713.68     644.90     627.23
15.101      713.68     644.39     627.23
15.327      713.68     643.61     627.23
15.555      713.68     643.15     627.23
15.783      713.68     642.73     627.23
16.011      713.68     642.31     627.23
16.239      713.68     641.99     627.23
16.467      713.68     641.68     627.23
16.695      713.68     641.44     627.23
16.921      713.68     640.96     627.23
17.147      713.68     640.69     627.23
17.373      713.68     640.42     627.23
17.599      713.68     640.23     627.23
17.828      713.68     640.02     627.23
18.056      713.68     639.80     627.23
18.285      713.55     639.35     627.23
18.513      713.55     638.91     627.23
18.741      713.55     638.25     627.23
18.968      713.55     637.79     627.23
19.194      713.55     636.77     627.23
19.423      713.55     635.93     627.23
19.651      713.55     635.50     627.23
19.877      713.55     635.09     627.23
20.103      713.55     634.62     627.23
20.331      713.55     633.87     627.23
20.558      713.55     632.82     627.23
20.786      713.55     632.07     627.23
21.012      713.55     631.66     627.23
21.239      713.55     631.24     627.23
21.468      713.55     630.76     627.23
21.696      713.55     630.17     627.23
21.924      713.55     629.05     627.23
22.152      713.55     628.23     627.23
22.378      713.55     627.78     627.23
22.604      713.55     627.34     627.23
22.830      696.39     609.80     689.13
23.056      696.39     609.57     690.01
23.285      696.35     609.37     689.97
23.515      696.35     609.15     689.97
23.742      604.00     530.96     597.62
23.966      548.98     475.90     542.61
24.186      492.61     419.70     486.23
24.404      435.35     362.52     428.97
24.620      376.40     303.35     370.02
24.833      326.73     253.37     320.35
25.044      279.12     205.67     272.74
25.254      232.64     159.19     226.26
25.462      161.17      87.71     154.79
25.669      137.03      63.58     130.59
25.876      137.03      63.58     130.59
26.084      136.97      63.56     130.53
26.291      136.97      63.56     130.53
26.498      136.97      63.56     130.53
26.705      136.64      63.45     130.20
26.912      136.64      63.45     130.20
27.118      136.64      63.45     130.18
27.325      136.64      63.45     130.18
27.532      136.64      63.42     130.18
27.739      136.64     113.73     129.51
27.946      136.64     113.73     129.51
28.152      136.64     113.73     129.51
28.358      136.64     113.73     129.51
28.564      136.64     113.73     129.51
28.772      136.64     113.73     129.51
28.980      136.64     113.73     129.51
29.186      136.64     113.73     129.51
29.392      136.64     113.73     129.51
29.597      136.64     113.73     129.51
29.803      136.64     113.73     129.51
30.009      136.64     113.73     129.51
30.215      136.64     113.73     129.51
30.421      136.64     113.73     129.51
30.627      136.64     113.73     129.51
30.833      136.64     113.73     129.51
31.039      136.64     113.73     129.51
31.245      136.64     113.73     129.51
31.450      136.64     113.73     129.51
31.656      136.64     113.73     129.51
31.862      136.64     113.73     129.51
32.068      136.64     113.73     129.51
32.274      136.64     113.73     129.51
32.480      136.64     113.73     129.51
32.686      136.64     113.73     129.51
32.891      136.64     113.73     129.51
33.097      136.64     113.73     129.51
33.303      136.64     113.73     129.51
33.509      136.64     113.73     129.51
33.715      136.64     113.73     129.51
33.921      136.64     113.73     129.51
34.126      136.64     113.73     129.51
34.332      136.64     113.73     129.51
34.538      136.64     113.73     129.51
34.744      136.64     113.73     129.51
34.950      136.64     113.73     129.51
35.156      136.64     113.73     129.51
35.362      136.64     113.73     129.51
35.568      136.64     113.73     129.51
35.773      136.64     113.73     129.51
35.979      136.64     113.73     129.51
36.185      136.64     113.73     129.51
36.391      136.64     113.73     129.51
36.597      136.64     113.73     129.51
36.803      136.64     113.73     129.51
37.009      136.64     113.73     129.51
37.214      136.64     113.73     129.51
37.420      136.64     113.73     129.51
37.626      136.64     113.73     129.51
37.833      136.64     114.64     130.32
38.039      136.64     114.64     130.32
38.244      136.64     114.64     130.32
38.450      136.64     114.64     130.32
38.655      136.64     114.64     130.32
38.862      136.64     114.64     130.32
39.069      136.64     114.64     130.32
39.274      136.64     114.64     130.32
39.480      136.64     114.64     130.32
39.683        6.06       3.66       4.67
39.885        6.06       3.66       4.67
40.086        6.06       3.66       4.67
ERROR: can't open /proc/2122447/smaps: No such file or directory at /scratchNVME/pg-tpch/wss.pl line 226.
