Watching PID 2729755 page references grow, output every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.210       436.37     433.81     313.60
0.425       714.21     709.08     594.78
0.646       714.21     708.85     594.78
0.877       714.21     708.63     595.64
1.106       714.21     708.41     595.64
1.326       714.21     708.20     595.64
1.546       714.21     707.98     595.64
1.767       714.21     707.79     595.64
1.993       714.21     707.57     595.64
2.221       714.21     707.35     595.64
2.445       714.21     706.92     595.64
2.666       714.21     706.70     595.64
2.886       714.21     706.51     595.64
3.106       714.21     706.29     595.64
3.326       714.21     706.07     595.64
3.549       714.21     705.85     595.64
3.770       714.21     705.63     595.64
3.990       714.21     705.45     595.64
4.210       714.21     705.23     595.64
4.430       714.21     705.01     595.64
4.650       714.21     704.57     595.64
4.870       714.21     704.35     595.64
5.095       714.21     700.51     595.64
5.322       714.21     697.26     595.64
5.544       714.21     668.60     595.64
5.770       714.21     667.84     595.64
6.001       714.21     667.20     595.64
6.225       714.21     666.02     595.64
6.445       714.21     664.70     595.64
6.664       714.21     664.06     595.64
6.885       714.21     663.21     595.64
7.108       714.21     661.78     595.64
7.328       714.21     661.16     595.64
7.548       714.21     660.52     595.64
7.767       714.21     658.95     595.64
7.984       714.21     658.32     595.64
8.202       714.21     657.69     595.64
8.421       714.21     656.18     595.64
8.639       714.21     655.45     595.64
8.857       714.21     654.60     595.64
9.075       714.21     653.44     595.64
9.293       714.21     652.37     595.64
9.511       714.21     651.74     595.64
9.729       714.21     650.92     595.64
9.946       714.21     649.47     595.64
10.164      714.21     648.57     595.64
10.382      714.21     647.63     595.64
10.600      714.21     645.76     595.64
10.825      714.21     644.89     595.64
11.049      714.21     644.31     595.64
11.269      714.21     643.91     595.64
11.488      714.21     643.68     595.64
11.707      714.21     643.43     595.64
11.928      714.21     643.20     595.64
12.152      714.21     642.97     595.64
12.377      714.21     642.75     595.64
12.601      714.21     642.52     595.64
12.822      714.21     642.31     595.64
13.042      714.21     642.09     595.64
13.262      714.21     641.86     595.64
13.484      714.21     641.42     595.64
13.705      714.21     641.19     595.64
13.926      714.21     640.97     595.64
14.147      714.21     640.74     595.64
14.368      714.21     640.49     595.64
14.588      714.21     640.26     595.64
14.806      714.21     640.08     595.64
15.025      714.21     639.85     595.64
15.245      714.21     639.63     595.64
15.466      714.21     639.37     595.64
15.688      714.21     638.93     595.64
15.908      714.21     638.70     595.64
16.126      714.21     638.45     595.64
16.344      714.21     638.22     595.64
16.563      714.21     638.00     595.64
16.782      714.21     637.77     595.64
17.000      714.21     637.48     595.64
17.218      714.21     637.29     595.64
17.436      714.21     637.00     595.64
17.654      714.21     636.75     595.64
17.873      714.21     636.47     595.64
18.091      714.21     636.12     595.64
18.309      714.21     635.71     595.64
18.528      714.21     635.43     595.64
18.747      714.21     635.20     595.64
18.965      714.21     634.88     595.64
19.183      714.21     634.63     595.64
19.401      714.21     634.40     595.64
19.619      714.21     634.12     595.64
19.837      714.21     633.83     595.64
20.055      714.21     633.61     595.64
20.274      714.21     633.29     595.64
20.493      714.21     633.00     595.64
20.712      714.21     632.50     595.64
20.930      714.21     632.27     595.64
21.148      714.21     631.98     595.64
21.367      714.21     631.76     595.64
21.587      714.21     631.50     595.64
21.807      714.21     631.32     595.64
22.025      714.21     631.06     595.64
22.244      714.21     630.81     595.64
22.463      714.21     630.59     595.64
22.681      714.21     630.31     595.64
22.900      714.21     630.04     595.64
23.117      714.21     629.63     595.64
23.335      714.21     629.41     595.64
23.555      714.21     629.15     595.64
23.774      714.21     628.93     595.64
23.992      714.21     628.73     595.64
24.210      714.21     628.51     595.64
24.429      714.21     628.25     595.64
24.647      714.21     628.03     595.64
24.865      714.21     627.82     595.64
25.083      714.21     627.59     595.64
25.302      714.21     627.37     595.64
25.521      714.21     627.14     595.64
25.740      714.21     626.69     595.64
25.959      714.21     626.47     595.64
26.177      714.21     626.21     595.64
26.395      714.21     626.02     595.64
26.613      714.21     625.79     595.64
26.831      714.21     625.54     595.64
27.048      714.21     625.32     595.64
27.267      714.21     625.09     595.64
27.486      714.21     624.87     595.64
27.706      714.21     624.64     595.64
27.924      714.21     624.42     595.64
28.143      714.21     623.97     595.64
28.362      714.21     623.75     595.64
28.583      714.21     623.52     595.64
28.803      714.21     623.31     595.64
29.021      714.21     623.08     595.64
29.240      714.21     622.86     595.64
29.459      714.21     622.60     595.64
29.679      714.21     622.38     595.64
29.898      714.21     622.18     595.64
30.116      714.21     621.96     595.64
30.335      714.21     621.70     595.64
30.553      714.21     621.26     595.64
30.772      714.21     621.04     595.64
30.991      714.21     620.85     595.64
31.209      714.21     620.63     595.64
31.427      714.21     620.37     595.64
31.645      714.21     620.15     595.64
31.863      714.21     619.93     595.64
32.081      714.21     619.70     595.64
32.299      714.21     619.47     595.64
32.517      714.21     619.25     595.64
32.735      714.21     619.02     595.64
32.952      714.21     618.81     595.64
33.170      714.21     618.36     595.64
33.389      714.21     618.14     595.64
33.609      714.21     617.91     595.64
33.828      714.21     617.69     595.64
34.046      714.21     617.43     595.64
34.266      714.21     617.21     595.64
