Watching PID 253870 page references for every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.211       459.36     455.01       0.24
0.205       459.36     455.01       0.24
0.206       459.36     455.01       0.24
0.207       459.36     455.01       0.24
0.208       459.36     455.01       0.24
0.209       459.36     455.01       0.24
0.210       459.36     455.01       0.24
0.210       459.36     455.01       0.24
0.210       459.36     454.99       1.95
0.210       459.82     455.38       4.00
0.210       459.82     455.38       2.43
0.210       459.82     455.38       2.43
0.209       459.82     455.38       2.43
0.216       505.43     500.94      59.04
0.215       701.33     696.85     200.02
0.216       726.21     721.72      33.51
0.216       751.08     746.60      44.71
0.217       776.08     771.60      33.67
0.217       801.21     796.72      33.79
0.218       818.70     814.21      35.18
0.216       843.07     838.59      32.89
0.218       868.32     863.84      33.99
0.219       893.57     889.09      34.02
0.220       919.07     914.59      34.23
0.220       944.57     940.09      34.20
0.220       970.01     965.53      34.19
0.221       995.70     991.21      34.47
0.221      1021.32    1016.84      34.38
0.222      1047.20    1042.71      34.59
0.223      1072.57    1068.09      34.02
0.226      1198.75    1194.26      35.02
0.225      1225.07    1220.59      35.13
0.228      1376.30    1371.81     158.14
0.225      1439.32    1434.83      33.70
0.224      1465.07    1460.58      33.66
0.225      1490.82    1486.33      33.74
0.225      1516.57    1512.08      33.66
0.225      1542.44    1537.96      33.79
0.226      1568.44    1563.96      33.94
0.227      1594.44    1589.96      33.91
0.227      1620.69    1616.21      34.08
0.228      1647.07    1642.58      34.34
0.228      1673.32    1668.83      34.20
0.229      1699.69    1695.21      34.33
0.230      1726.19    1721.71      34.46
0.229      1752.57    1748.08      34.31
0.229      1778.94    1774.46      34.29
0.236      1908.44    1903.96      35.15
0.233      1935.44    1930.96      34.82
0.233      1962.57    1958.08      35.10
0.234      1989.82    1985.33      35.24
0.234      2017.19    2012.71      35.22
0.236      2044.69    2040.21      35.50
0.235      2072.32    2067.83      35.48
0.237      2100.07    2095.58      35.74
0.237      2127.82    2123.33      35.72
0.238      2155.69    2151.21      35.87
0.238      2183.69    2179.21      35.87
0.238      2211.57    2207.08      35.88
0.238      2239.69    2235.21      35.99
0.240      2267.94    2263.46      36.25
0.240      2296.19    2291.71      36.27
0.258      2299.88    2295.40      38.25
0.244      2328.51    2324.02      36.01
0.238      2356.88    2352.40      35.28
0.248      2385.88    2381.40      36.43
0.248      2415.76    2411.27      36.27
0.247      2445.13    2440.65      36.00
0.239      2637.66    2633.17     202.81
0.237      2637.66    2633.17     227.95
0.262      2627.65    2623.16     341.07
0.276      4644.09    4639.61    1617.30
0.278      7011.20    7006.71    1795.71
0.305     10069.27   10064.79    2800.20
0.298     12654.73   12650.24    2405.80
0.374     19067.67   19063.19    3810.22
0.351     19510.02   19505.53     386.91
0.342     19423.88   19419.33     119.16
0.343     19423.88   19419.33       2.48
0.335     19424.30   19419.75       2.90
0.347     19424.36   19419.81       2.46
0.332     19424.36   19419.81       2.38
0.346     19424.48   19419.93       2.52
0.355     19426.09   19421.54       4.02
0.348     19426.21   19421.66       2.52
0.334     18854.02   18849.47       3.06
0.325     18854.02   18849.47       2.38
0.336     18854.02   18849.47       2.38
0.360     18854.08   18849.53       2.46
0.334     18854.08   18849.53       2.39
0.326     18854.14   18849.59       2.46
0.327     18854.96   18850.41       3.21
0.337     18855.75   18851.20       3.14
0.353     18855.85   18851.30       2.50
0.337     18855.85   18851.30       2.39
0.362     18855.85   18851.30       2.38
0.336     18860.08   18855.53       2.46
0.357     18860.14   18855.59       2.46
0.326     18860.31   18855.83       4.70
0.337     18860.31   18855.83       2.38
0.353     18860.31   18855.83       2.38
0.337     18860.43   18855.95       2.53
0.361     18860.43   18855.95       2.39
0.335     18876.80   18872.32      19.04
0.329     18886.71   18882.22      12.62
0.295     10897.32   10892.83      86.68
0.270     10897.32   10892.83     189.35
0.455     11071.07   11066.58    2831.60
0.263      6748.16    6743.68    1246.20
0.317      6895.01    6890.53     447.98
0.321      6895.01    6890.53     188.71
0.318      6842.17    6837.69     193.02
0.319      6604.66    6600.18     238.03
0.275      5874.93    5870.44     456.39
0.263      6599.62    6595.14    1404.94
0.266      6633.36    6628.87      39.66
0.265      6700.34    6695.85      77.91
0.267      6764.51    6760.02      74.98
0.270      6799.68    6795.19      39.19
0.270      6878.95    6874.46      89.98
0.270      6928.43    6923.94      40.37
0.271      6963.08    6958.59      40.60
0.272      6997.21    6992.72      40.69
0.272      7031.32    7026.83      39.45
0.282      7067.61    7063.12     193.31
0.275      6959.24    6954.75      40.14
0.276      6994.06    6989.58      39.67
0.276      7029.21    7024.72      39.97
0.276      7064.55    7060.06      40.71
0.275      7098.54    7094.05      39.15
0.277      7134.60    7130.12      41.00
0.276      7169.64    7165.15      40.52
0.285      7271.05    7266.56      42.08
0.282      7316.63    7312.15      52.51
0.281      7352.31    7347.83      40.31
0.282      7389.05    7384.56      41.66
0.282      7440.23    7435.74      58.74
0.284      7476.44    7471.95      41.40
0.286      7527.00    7522.52      40.62
0.284      7562.62    7558.14      40.00
0.288      7600.02    7595.53      42.09
0.288      7636.36    7631.88      41.29
0.288      7672.63    7668.15      40.83
0.287      7710.48    7705.99      42.14
0.293      7847.75    7843.26      42.30
0.291      7885.65    7881.16      42.70
0.290      7922.31    7917.82      41.48
0.291      7960.17    7955.68      42.12
0.292      7997.21    7992.73      41.46
0.295      8039.00    8034.51      41.87
0.294      8076.68    8072.19      42.44
0.292      8128.76    8124.27      58.81
0.294      8181.80    8177.31      59.51
0.294      8219.39    8214.91      41.56
0.294      8257.72    8253.23      42.27
0.298      8343.59    8339.10      43.19
0.296      8380.86    8376.37      41.60
0.298      8419.48    8415.00      42.18
0.299      8457.64    8453.15      42.09
0.298      8495.70    8491.22      42.12
0.297      8533.71    8529.22      42.23
0.299      8572.79    8568.30      43.54
0.300      8611.77    8607.28      42.91
0.301      8651.62    8647.14      43.91
0.303      8689.39    8684.90      41.91
0.310      8669.94    8665.46      43.17
0.304      8708.27    8703.78      42.78
0.304      8747.62    8743.13      42.55
0.304      8786.96    8782.47      42.94
0.304      8826.09    8821.60      43.08
0.307      8865.34    8860.85      43.06
0.304      8904.55    8900.07      42.46
0.306      8945.10    8940.61      44.20
0.307      8984.33    8979.85      42.81
0.307      9024.45    9019.96      43.65
0.312      9134.05    9129.56      43.27
0.310      9174.72    9170.24      44.49
0.309      9214.70    9210.21      43.46
0.310      9254.66    9250.17      43.09
0.312      9295.45    9290.96      43.92
0.314      9335.82    9331.33      43.79
0.314      9377.50    9373.01      44.76
0.317      9419.54    9415.05      45.25
0.315      9460.43    9455.94      44.70
0.315      9501.60    9497.12      45.03
0.318      9628.05    9623.57      44.75
0.318      9669.00    9664.51      44.00
0.318      9710.62    9706.14      44.49
0.319      9752.00    9747.51      44.43
0.320      9792.31    9787.83      43.69
0.321      9834.96    9830.48      45.24
0.318      9876.98    9872.50      45.00
0.321      9919.05    9914.56      45.80
0.321      9960.79    9956.30      44.27
0.321     10001.95    9997.47      43.76
0.326     10103.56   10099.07      52.79
0.327     10003.09    9998.60      44.82
0.324     10045.02   10040.54      44.45
0.326     10088.44   10083.96      45.72
0.326     10130.86   10126.37      44.97
0.325     10173.00   10168.52      44.22
0.327     10216.86   10212.37      45.87
0.327     10258.95   10254.46      44.89
0.329     10302.44   10297.96      45.32
0.330     10345.50   10341.01      45.28
0.330     10484.78   10480.29      46.04
0.331     10527.50   10523.02      45.68
0.334     10571.48   10566.99      47.22
0.333     10613.71   10609.23      45.14
0.334     10657.32   10652.84      45.66
0.333     10699.32   10694.83     109.99
0.331     10452.33   10447.84      50.31
0.329     10493.50   10488.96      39.51
0.335     10535.62   10531.09      39.60
0.336     10577.14   10572.61      36.61
0.337     10617.71   10613.18     100.70
0.318     10515.72   10511.17      39.29
0.319     10555.06   10550.51      39.38
0.321     10592.77   10588.22      38.45
0.332     10485.98   10481.43      46.40
0.331     10527.97   10523.42      36.39
0.330     10570.27   10565.72      36.35
0.330     10612.40   10607.85      36.35
0.331     10655.22   10650.67      37.07
0.331     10697.24   10692.69      36.35
0.332     10739.28   10734.73      36.22
0.332     10781.45   10776.90      36.46
0.331     10823.44   10818.89      35.94
0.332     10865.35   10860.80      36.35
0.334     10907.24   10902.69      36.07
