timestamp,S0-CBO.LLC_VICTIMS.M_STATE,S0-CBO.LLC_VICTIMS.MISS,S0-CBO.LLC_VICTIMS,S1-CBO.LLC_VICTIMS.M_STATE,S1-CBO.LLC_VICTIMS.MISS,S1-CBO.LLC_VICTIMS
0.201464137,7743299,868542,0,10081452,1030380,0
0.303092907,7508411,827659,0,9796328,1027605,0
0.404154564,10860990,811878,0,6360702,439068,0
0.505235866,5042251,45639,0,4645832,90632,0
0.606293904,5055525,51576,0,4704434,73611,0
0.707372615,5010257,56484,0,5574959,172505,0
0.808447146,8474771,218643,0,9579160,554003,0
0.909936021,7602604,932550,0,10488398,1216500,0
1.011143051,8342263,1117302,0,12429910,1311473,0
1.112701129,14658028,3335128,0,14306540,2607709,0
1.213364989,5093165,2220174,0,19153307,2048482,0
1.314205160,8502478,1139053,0,12797854,1298180,0
1.414931294,14008196,367113,0,3679484,871360,0
1.515545900,12904063,78726,0,861414,297093,0
1.616477437,215105,11852,0,1300490,88516,0
1.717364814,44503,5663,0,653000,14908,0
1.818225794,27885,3383,0,1515637,121069,0
1.919196387,29223,5795,0,3255282,123745,0
2.020135488,7909,1861,0,1082980,114423,0
2.121011537,28487,3046,0,139411,79455,0
2.221898183,20316,2531,0,171893,97883,0
2.322810763,18400,3005,0,191227,159335,0
2.423761146,127754,13262,0,180003,124889,0
2.524696036,78645,5732,0,148807,83003,0
2.625517972,102321,112784,0,323298,208739,0
2.726303514,77047,420307,0,553177,360636,0
2.827405803,4833201,824003,0,7491693,946051,0
2.928448613,7317695,1211317,0,4661861,929496,0
3.029606292,1021226,976868,0,2523523,700805,0
3.130514840,9685151,1209492,0,17635537,769217,0
3.231450614,5478663,43180,0,4637141,135686,0
3.332105447,3822794,244874,0,2816081,293836,0
3.432722323,3159272,295938,0,6062835,364267,0
3.533697769,1469190,39830,0,5526321,275361,0
3.634618952,138589,6194,0,6634174,278651,0
3.735556962,45990,5051,0,6441872,232336,0
3.836488855,10871,1616,0,3338834,203798,0
3.937154660,16493,1610,0,213309,37860,0
4.038055900,3884,1257,0,136796,36355,0
4.138849725,30076,2800,0,135156,24083,0
4.239748903,181,227,0,160551,37261,0
4.340566333,30343,3340,0,150371,25560,0
4.441407083,396,289,0,131615,54182,0
4.542326173,958,262,0,161230,52940,0
4.643251932,3098,839,0,152998,51004,0
4.744175216,39278,3137,0,121121,53195,0
4.845169651,9646,1469,0,2743484,275544,0
4.946084174,23700,5341,0,2129351,167600,0
5.047040367,12565,2054,0,1170561,65246,0
5.147831311,1958,491,0,170881,4854,0
5.248712922,94,42,0,1834,92,0
5.349611688,189,66,0,20448,1785,0
5.450520786,89,90,0,50327,4982,0
5.551414862,1243,143,0,960,87,0
5.551414862,77209,8573,0,121593,8464,0
