Watching PID 2067608 page references grow, output every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.210       356.26     352.06       2.60
0.422       356.26     352.06       2.61
0.637       356.26     352.06       2.61
0.855       356.26     352.06       2.61
1.074       356.26     352.06       2.62
1.291       356.26     352.06       2.62
1.507       356.26     352.06       2.62
1.722       356.26     352.06       2.62
1.937       356.26     352.06       2.62
2.153       362.39     358.05      22.86
2.372       386.05     381.71      46.80
2.598       407.86     403.52      68.75
2.831       433.12     428.78      94.11
3.066       450.93     446.59     112.00
3.292       461.93     457.55     123.23
3.516       461.93     457.55     123.23
3.747       461.93     457.55     123.23
3.973       480.87     474.50     288.09
ERROR: can't open /proc/2067608/smaps: No such file or directory at ../wss.pl line 226.
