Watching PID 2052205 page references grow, output every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.211       356.81     352.33       9.55
0.424       356.81     352.33       9.55
0.640       356.81     352.33       9.55
0.861       356.81     352.33       9.55
1.080       356.81     352.33       9.55
1.298       356.81     352.33       9.55
1.516       356.81     352.33       9.55
1.734       356.81     352.33       9.55
1.952       356.81     352.33       9.55
2.171       390.87     386.27      52.54
2.388       440.59     435.99     102.48
2.604       477.63     473.03     139.55
2.820       506.93     502.33     168.86
3.037       534.31     529.71     196.24
3.255       562.59     557.99     224.52
3.475       585.66     581.06     247.60
3.700       610.75     606.25     274.69
3.930       638.31     633.81     302.26
4.155       657.60     653.10     321.64
4.379       654.99     650.56     319.13
4.603       654.99     650.56     319.13
4.827       595.09     589.28     259.55
5.049       634.31     627.59     585.02
ERROR: can't open /proc/2052205/smaps: No such file or directory at ../wss.pl line 226.
