Watching PID 2427090 page references grow, output every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.206       386.23     381.76       9.35
0.415       386.23     381.76       9.35
0.624       386.23     381.76       9.35
0.832       386.23     381.76       9.35
1.041       386.23     381.76       9.35
1.250       386.23     381.76       9.36
1.459       386.23     381.76       9.36
1.670       386.23     381.76       9.36
1.887       386.23     381.76       9.36
2.113       627.46     622.85     253.88
2.362      1925.10    1920.49    1551.57
2.610      1952.60    1948.00    1579.07
2.854      1979.73    1975.12    1606.20
3.096      2006.85    2002.25    1633.32
3.336      2033.60    2028.99    1660.07
3.569      2059.73    2055.12    1686.20
3.804      2085.85    2081.25    1712.32
4.038      2111.98    2107.37    1738.45
4.275      2138.88    2134.27    1765.36
4.522      2166.73    2162.12    1793.20
4.769      2193.85    2189.24    1820.32
5.011      2220.73    2216.12    1847.20
5.259      2249.10    2244.49    1875.57
5.511      2276.73    2272.12    1903.20
5.757      2303.35    2298.74    1929.82
6.000      2330.60    2325.99    1957.07
6.243      2357.54    2352.93    1984.01
6.483      2384.10    2379.49    2010.57
6.723      2439.09    2434.48    2065.57
6.966      2515.59    2510.98    2142.07
7.225      3486.37    3481.76    3112.85
7.490      3732.85    3728.24    3359.33
7.747      3762.47    3757.86    3388.95
8.004      3790.85    3786.24    3417.33
8.265      3820.32    3815.71    3446.80
8.529      3849.48    3844.97    3477.98
8.789      3878.10    3873.60    3506.60
9.047      3906.73    3902.22    3535.25
9.305      3935.10    3930.60    3563.62
9.564      3964.10    3959.60    3592.62
9.823      3992.85    3988.35    3621.38
10.082     4021.48    4016.97    3650.00
10.342     4050.69    4046.19    3679.21
10.603     4079.48    4074.97    3708.00
10.864     4108.60    4104.10    3737.12
11.126     4138.23    4133.72    3766.75
11.389     4167.10    4162.60    3795.62
11.653     4196.60    4192.10    3825.12
11.917     4226.48    4222.10    3855.00
12.181     4255.22    4250.85    3883.75
12.446     4284.68    4280.30    3913.20
12.710     4314.48    4310.10    3943.00
12.975     4343.60    4339.23    3972.12
13.241     4373.23    4368.85    4001.75
13.508     4403.23    4398.85    4031.75
13.780     4434.10    4429.73    4062.62
14.052     4474.54    4470.16    4103.09
14.314     4535.08    4530.70    4163.67
14.594     5031.05    5026.67    4659.71
14.892     5820.57    5816.20    5449.34
15.168     5997.05    5992.67    5625.84
15.436     5855.30    5850.93    5484.09
15.704     5958.77    5954.39    5587.56
15.974     6283.36    6278.99    5912.15
16.246     6470.99    6466.61    6099.78
16.516     6522.55    6518.18    6151.36
16.784     6552.17    6547.79    6180.97
17.055     6582.17    6577.79    6210.97
17.326     6611.67    6607.29    6240.47
17.595     6641.29    6636.92    6270.09
17.864     6671.17    6666.79    6299.97
18.133     6700.54    6696.17    6329.34
18.405     6730.79    6726.42    6359.59
18.677     6760.67    6756.29    6389.47
18.949     6791.17    6786.79    6419.97
19.221     6811.15    6806.78    6449.43
19.492     6820.41    6816.03    6480.97
19.763     6850.17    6845.79    6510.73
20.033     6880.04    6875.67    6540.61
20.303     6909.62    6905.24    6570.18
20.574     6939.67    6935.29    6600.23
20.845     6969.92    6965.54    6630.48
21.116     6999.71    6995.34    6660.28
21.387     7029.54    7025.17    6690.11
21.659     7059.79    7055.42    6720.36
21.934     7090.20    7085.83    6750.77
22.216     7121.67    7117.30    6782.23
22.499     7152.81    7148.43    6813.37
22.775     7183.44    7179.06    6844.00
23.049     7213.83    7209.46    6874.39
23.325     7244.64    7240.26    6905.20
23.603     7274.83    7270.45    6935.39
23.878     7305.16    7300.78    6965.72
24.155     7335.40    7331.02    6995.96
24.435     7366.51    7362.13    7027.07
24.714     7397.25    7392.87    7057.81
24.992     7427.86    7423.49    7088.43
25.271     7458.55    7454.17    7119.11
25.548     7488.79    7484.41    7149.35
25.824     7520.28    7515.91    7180.84
26.106     7550.75    7546.37    7211.31
26.399     7455.00    7450.63    7115.57
26.691     6970.23    6965.86    6630.80
27.042     5191.52    5187.15    4852.09
27.401     5275.08    5270.70    4935.64
27.698     5713.77    5709.39    5374.33
27.981     5101.95    5097.57    4762.51
28.256     5395.50    5391.13    5056.07
28.535     5724.21    5719.84    5384.78
28.810     5725.02    5720.65    5385.59
29.080     5726.36    5721.98    5386.92
29.351     5727.81    5723.44    5388.38
29.613     4356.06    4351.68    4016.62
29.871     3532.14    3527.76    3192.70
30.119     3191.20    3186.82    2851.79
30.351     2505.89    2501.51    2166.55
30.577     1760.87    1756.49    1421.53
30.800     1773.19    1768.81    1433.85
31.023     1785.04    1780.67    1445.70
31.249     1797.38    1793.00    1458.04
31.475     1808.40    1804.02    1469.06
31.701     1819.77    1815.40    1480.43
31.927     1830.74    1826.37    1491.40
32.153     1842.65    1838.27    1503.31
32.382     1855.79    1851.41    1516.45
32.611     1868.00    1863.62    1528.66
32.840     1881.17    1876.79    1541.83
33.069     1892.42    1888.04    1553.08
33.297     1903.41    1899.03    1564.07
33.526     1915.54    1911.17    1576.20
33.755     1932.82    1928.45    1593.48
33.985     1949.34    1944.97    1610.00
34.214     1963.23    1958.85    1623.89
34.444     1974.30    1969.92    1634.96
34.674     1986.43    1982.05    1647.09
34.906     1999.82    1995.44    1660.48
35.137     2016.11    2011.73    1676.77
35.367     2032.70    2028.33    1693.36
35.600     2051.77    2047.39    1712.43
35.835     2069.36    2064.99    1730.02
36.069     2083.16    2078.78    1743.86
36.302     2091.87    2087.49    1752.57
36.536     2101.70    2097.33    1762.40
36.769     2111.73    2107.35    1772.43
37.007     2121.38    2117.00    1782.07
37.246     2131.47    2127.09    1792.17
37.485     2141.34    2136.96    1802.04
37.729     2151.12    2146.75    1811.82
37.973     2161.44    2157.06    1822.14
38.218     2176.09    2171.72    1836.83
38.463     2202.61    2198.24    1863.35
38.702     2228.59    2224.21    1889.32
38.943     2254.81    2250.43    1915.54
39.185     2280.87    2276.50    1941.61
39.427     2307.27    2302.90    1968.01
39.671     2333.57    2329.19    1994.30
39.918     2360.28    2355.91    2021.02
40.170     2387.86    2383.48    2048.59
40.426     2415.68    2411.30    2076.41
40.681     2443.32    2438.94    2104.05
40.935     2469.73    2465.35    2130.46
41.184     2497.35    2492.98    2158.09
41.429     2524.09    2519.71    2184.82
41.675     2550.18    2545.80    2210.91
41.921     2576.91    2572.53    2237.64
42.167     2604.24    2599.86    2264.97
42.412     2630.59    2626.21    2291.32
42.657     2656.95    2652.57    2317.68
42.902     2684.24    2679.86    2344.97
43.148     2710.39    2706.01    2371.12
43.395     2736.60    2732.23    2397.34
43.642     2764.53    2760.15    2425.26
43.898     2791.25    2786.87    2451.98
44.163     2820.33    2815.96    2481.07
44.431     2849.33    2844.95    2510.06
44.696     2878.08    2873.71    2538.82
44.960     2906.87    2902.49    2567.60
45.224     2935.54    2931.16    2596.27
45.488     2964.22    2959.85    2624.96
45.750     2992.41    2988.03    2653.14
46.011     3020.36    3015.98    2681.09
46.271     3048.29    3043.91    2709.02
46.540     3077.00    3072.63    2737.74
46.815     3107.96    3103.58    2768.70
