Watching PID 1025962 page references for every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.208       378.41     374.25      22.14
0.207       385.91     381.63      21.24
0.208       385.91     381.63       2.61
0.206       385.91     381.63       2.60
0.207       385.91     381.63       2.61
0.207       385.91     381.63       2.62
0.210       385.91     381.63       2.62
0.212       385.91     381.63       2.62
0.212       385.91     381.63       2.60
0.215       573.75     569.33     202.64
0.214       661.56     657.14      79.78
0.214       687.34     682.92      76.13
0.214       713.22     708.80      77.40
0.215       739.06     734.64      77.12
0.217       839.93     835.51     142.72
0.218       891.67     887.25      87.80
0.219      1206.17    1201.75     351.70
0.223      1250.93    1246.51      92.41
0.225      1289.52    1285.10      91.67
0.227      1328.95    1324.53      93.90
0.233      1358.70    1354.28      85.82
0.234      1387.70    1383.28      83.16
0.236      1418.45    1414.03      86.70
0.235      1448.70    1444.28      86.73
0.234      1479.08    1474.66      86.39
0.229      1508.17    1503.75      83.77
0.226      1536.45    1532.03      82.34
0.228      1565.19    1560.77      83.26
0.229      1796.73    1792.31     286.89
0.233      1880.96    1876.55     162.51
0.249      1941.45    1937.03     177.21
0.235      1962.32    1957.90     102.98
0.234      1976.64    1972.22     102.61
0.232      1979.81    1975.39     105.20
0.233      2023.40    2018.98     108.54
0.233      2084.86    2080.44     108.73
0.269      2146.61    2142.18     402.14
0.243      2379.76    2375.34     616.64
0.238      2336.23    2331.81     174.77
0.239      2275.37    2270.95     311.15
0.247      2337.95    2333.53     305.00
0.244      2368.80    2364.38     134.53
0.257      2443.07    2438.65     336.65
0.254      2575.71    2571.30     443.18
0.256      2609.93    2605.51     242.26
0.264      2634.96    2630.54     113.69
0.272      2672.73    2668.32     210.38
0.255      2700.21    2695.79     140.47
0.266      2740.67    2736.25     441.08
0.260      2787.58    2783.16     273.94
0.262      2829.10    2824.68     322.32
0.262      2951.95    2947.53     461.68
0.264      2950.82    2946.40     333.03
0.259      2949.59    2945.17     225.80
0.256      2963.64    2959.23     146.94
0.254      3008.27    3003.85     156.17
0.287      2960.54    2956.12     135.56
0.270      3010.59    3006.17     220.11
0.261      3116.14    3111.72     409.65
0.263      3060.18    3055.76     316.20
