timestamp,S0-CBO.LLC_VICTIMS.M_STATE,S0-CBO.LLC_VICTIMS.MISS,S0-CBO.LLC_VICTIMS,S1-CBO.LLC_VICTIMS.M_STATE,S1-CBO.LLC_VICTIMS.MISS,S1-CBO.LLC_VICTIMS
0.201114633,107721,6523,0,173039,13937,0
0.301909788,304034,12856,0,46693,7094,0
0.402634904,152733,3315,0,65983,8356,0
0.503476292,388201,24611,0,24761,5280,0
0.604418452,135144,9125,0,33501,4811,0
0.705346829,24905,1368,0,24281,4220,0
0.806283513,4959,297,0,33448,1604,0
0.907219514,42442,2022,0,390,72,0
1.008160208,1671,110,0,356,78,0
1.008160208,18836,1980,0,34408,4146,0
