Watching PID 2171601 page references grow, output every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.209       386.04     381.74      18.12
0.422       386.04     381.74      18.12
0.634       386.04     381.74      18.15
0.847       386.04     381.74      18.15
1.059       386.04     381.74      18.15
1.270       386.04     381.74      18.15
1.481       386.04     381.74      18.15
1.694       386.04     381.74      18.15
1.907       386.04     381.74      18.15
2.120       435.77     431.33      73.16
2.337       450.52     446.08      87.93
2.560       474.70     470.27     112.11
2.786       499.45     495.02     136.86
3.009       523.77     519.33     161.18
3.227       547.58     543.15     184.99
3.445       571.08     566.65     208.49
3.662       595.08     590.65     232.49
3.880       618.58     614.15     255.99
4.098       642.27     637.83     279.68
4.318       665.89     661.45     303.31
4.537       644.83     640.39     282.42
4.755       665.67     661.24     303.26
4.976       686.81     682.38     324.40
5.201       708.43     704.00     346.02
5.423       729.35     724.92     366.94
5.645       750.71     746.28     388.30
5.868       771.10     766.67     408.69
6.091       791.80     787.37     429.39
6.313       812.87     808.44     450.46
6.535       834.30     829.87     471.89
6.756       855.25     850.82     492.84
6.978       876.27     871.84     513.86
7.201       896.76     892.33     534.35
7.425       918.55     914.11     556.14
7.649       940.12     935.68     577.71
7.874       961.13     956.70     598.72
8.102       983.31     978.88     620.90
8.331      1004.83    1000.40     642.42
8.560      1025.84    1021.40     663.43
8.790      1047.53    1043.10     685.12
9.019      1069.45    1065.01     707.04
9.247      1090.38    1085.95     727.98
9.475      1111.77    1107.33     749.37
9.705      1132.68    1128.25     770.29
9.935      1154.57    1150.14     792.17
10.172     1176.95    1172.52     814.55
10.410     1199.09    1194.65     836.69
10.653     1300.14    1295.71     937.81
10.906     1310.11    1305.67     947.84
11.154     1321.61    1317.06     959.65
11.399     1332.55    1327.89     970.61
11.644     1342.40    1337.79     982.12
11.889     1353.02    1348.41     992.75
12.135     1364.96    1360.35    1004.69
12.382     1377.09    1372.44    1016.83
12.629     1409.77    1405.11    1049.51
12.874     1456.34    1451.68    1096.08
13.118     1495.48    1490.82    1135.21
13.366     1526.46    1521.81    1166.20
13.615     1552.79    1548.13    1192.52
13.863     1590.62    1585.97    1230.36
14.112     1631.73    1627.08    1271.47
14.362     1662.04    1657.39    1301.78
14.616     1692.68    1688.03    1332.42
14.882     1724.04    1719.39    1363.78
15.149     1752.81    1748.15    1392.55
15.424     1782.81    1778.15    1422.55
15.714     1812.44    1807.79    1452.18
15.992     1846.21    1841.55    1485.95
16.257     1876.08    1871.43    1515.82
16.529     1906.47    1901.81    1546.21
16.803     1936.93    1932.27    1576.66
17.074     1967.58    1962.93    1607.32
17.340     1997.21    1992.55    1636.95
17.598     2026.08    2021.43    1665.82
17.856     2054.71    2050.05    1694.45
18.113     2082.83    2078.18    1722.57
18.369     2111.46    2106.80    1751.20
18.626     2139.96    2135.30    1779.70
18.882     2168.08    2163.43    1807.82
19.148     2191.02    2186.37    1839.56
19.419     2004.21    1999.55    1653.37
19.682     1986.89    1982.24    1658.30
19.944     2019.20    2014.54    1690.62
20.202     2047.75    2043.09    1719.16
20.454     2075.62    2070.96    1747.04
20.708     2104.00    2099.34    1775.41
20.963     2133.00    2128.34    1804.41
21.231     2162.00    2157.34    1833.41
21.500     2192.12    2187.46    1863.54
21.757     2221.37    2216.71    1892.79
22.015     2249.50    2244.94    1920.95
22.277     2279.00    2274.44    1950.45
22.541     2308.12    2303.57    1979.57
22.798     2336.62    2332.07    2008.07
23.057     2367.89    2363.34    2039.35
23.319     2401.07    2396.52    2072.53
23.582     2428.80    2424.25    2100.25
23.846     2466.40    2461.84    2137.85
24.111     2498.12    2493.57    2169.57
24.378     2533.93    2529.38    2205.39
24.644     2571.50    2566.95    2242.96
24.911     2605.69    2601.26    2277.15
25.177     2635.50    2631.06    2306.95
25.444     2667.57    2663.14    2339.03
25.711     2700.90    2696.47    2372.36
25.983     2734.20    2729.77    2405.66
26.267     2780.98    2776.55    2452.44
26.552     2813.71    2809.28    2485.18
26.827     2846.73    2842.30    2518.20
27.117     2879.70    2875.26    2551.16
27.422     2913.36    2908.92    2584.82
27.724     2947.23    2942.80    2618.69
28.024     2980.22    2975.79    2651.68
28.344     3014.23    3009.80    2685.70
28.667     3054.07    3049.63    2725.53
28.974     3088.12    3083.69    2759.58
29.281     3122.25    3117.81    2793.71
29.590     3155.37    3150.94    2826.83
29.890     2502.20    2497.77    2173.66
30.181     2533.70    2529.27    2205.16
30.471     2564.95    2560.52    2236.41
30.761     2596.57    2592.14    2268.04
31.057     2628.70    2624.27    2300.16
31.355     2661.32    2656.89    2332.79
31.656     2693.95    2689.52    2365.41
31.958     2726.82    2722.39    2398.29
32.257     2759.76    2755.32    2431.23
32.556     2794.11    2789.68    2465.58
32.857     2826.74    2822.31    2498.21
33.158     2859.95    2855.52    2531.42
33.460     2892.07    2887.64    2563.54
33.760     2924.70    2920.27    2596.17
34.064     2957.77    2953.34    2629.24
34.370     2990.82    2986.39    2662.29
34.671     3023.32    3018.89    2694.79
34.971     3055.95    3051.52    2727.42
35.272     3088.70    3084.27    2760.17
35.576     3126.93    3122.50    2798.40
35.879     3159.44    3155.00    2830.91
36.182     3199.92    3195.49    2871.39
36.493     3236.40    3231.97    2907.87
36.805     3282.37    3277.94    2953.84
37.114     3325.45    3321.02    2996.92
37.420     3362.73    3358.30    3034.20
37.726     3396.92    3392.49    3068.39
38.034     3435.89    3431.46    3107.37
38.343     3475.43    3471.00    3146.91
38.652     3520.50    3516.06    3191.97
38.962     3564.25    3559.82    3235.73
39.279     3602.57    3598.14    3274.04
39.600     3641.14    3636.71    3312.62
39.906     2299.86    2295.43    1971.34
40.178     2332.99    2328.56    2004.46
40.438     2362.42    2357.99    2033.89
40.695     2390.51    2386.08    2061.98
40.947     2418.09    2413.65    2089.56
41.201     2448.79    2444.36    2120.27
41.472     2480.20    2475.77    2151.67
41.760     2512.45    2508.02    2183.93
42.042     2547.86    2543.43    2219.34
42.315     2594.17    2589.74    2265.65
42.588     2676.40    2671.97    2347.88
42.868     2749.37    2744.93    2420.86
43.160     2812.59    2808.15    2484.07
43.442     2838.62    2834.18    2510.11
43.712     2863.87    2859.43    2535.36
43.993     2945.80    2941.36    2617.29
44.277     3018.90    3014.47    2690.39
44.549     3052.67    3048.24    2724.16
44.838     3077.67    3073.24    2749.16
45.135     3104.55    3100.12    2776.05
45.427     3143.14    3138.70    2814.63
45.730     3211.62    3207.19    2883.11
46.020     3244.59    3240.16    2916.08
46.292     3274.96    3270.53    2946.46
46.566     3305.46    3301.03    2976.96
46.841     3336.09    3331.66    3007.58
47.118     3367.09    3362.66    3038.58
47.397     3398.34    3393.91    3069.83
47.677     3429.46    3425.03    3100.96
47.955     3460.34    3455.91    3131.83
48.233     3491.09    3486.66    3162.58
48.514     3521.46    3517.03    3192.96
48.802     3553.90    3549.47    3225.39
49.094     3586.09    3581.66    3257.58
