Watching PID 1089009 page references for every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.209       386.26     382.07       2.57
0.207       386.26     382.06       2.58
0.208       386.26     382.06       2.58
0.209       386.26     382.06       2.64
0.209       386.26     381.94       2.89
0.209       386.26     381.84       2.72
0.209       386.26     381.84       3.06
0.209       386.26     381.88       2.57
0.209       386.26     381.84       2.62
0.209       396.33     391.77      26.70
0.209       400.90     396.34       7.36
0.209       406.09     401.53       8.11
0.209       410.87     406.31       7.69
0.209       415.54     410.98       7.16
0.209       421.00     416.44       8.18
0.209       425.61     421.05       7.48
0.209       431.57     427.00      10.71
0.209       433.29     428.72       4.46
0.210       435.48     430.92       5.00
0.209       436.47     431.91       3.72
0.210       436.93     432.37       3.17
0.210       439.79     435.23       5.65
0.210       442.45     437.89       5.40
0.210       446.56     442.00       7.02
0.210       450.66     446.10       7.03
0.211       454.63     450.07       6.70
0.210       458.52     453.96       6.71
0.210       462.50     457.94       6.93
0.211       461.94     457.38       9.90
0.211       478.00     473.43      18.21
0.214       494.86     490.30      22.62
0.216       517.18     512.61      27.08
0.214       539.47     534.91      27.00
0.213       561.25     556.69      26.83
0.215       583.12     578.56      26.96
0.215       604.95     600.39      26.91
0.214       626.72     622.16      26.95
0.216       648.94     644.38      27.38
0.216       671.20     666.64      27.18
0.216       692.84     688.27      26.71
0.217       714.88     710.31      27.05
0.218       737.20     732.64      27.49
0.217       760.32     755.76      28.09
0.219       782.75     778.18      27.57
0.220       806.02     801.45      28.39
0.220       828.66     824.10      27.92
0.222       851.59     847.03      28.11
0.222       874.27     869.70      27.54
0.223       897.65     893.09      28.51
0.224       920.88     916.32      28.16
0.230       945.49     940.93      29.64
0.230       970.29     965.83      31.64
0.226       993.90     989.44      28.50
0.224      1017.34    1012.88      28.63
0.225      1041.01    1036.55      28.92
0.231      1064.84    1060.38      40.22
0.235      1081.01    1076.67     102.86
0.234      1098.49    1094.15     104.46
0.236      1115.81    1111.48     107.11
0.236      1133.91    1129.57     109.17
0.236      1151.06    1146.73     107.98
0.232      1177.84    1173.50      91.41
0.231      1205.07    1200.74      51.66
0.229      1233.14    1228.80      37.68
0.231      1258.43    1254.10      28.61
0.231      1286.85    1282.51      29.51
0.231      1315.09    1310.76      28.75
0.231      1343.33    1339.00      27.91
0.231      1371.74    1367.41      28.17
0.234      1400.22    1395.89      28.24
0.233      1428.91    1424.57      28.21
0.234      1457.87    1453.53      28.52
0.235      1486.91    1482.57      28.58
0.235      1515.79    1511.45      28.34
0.236      1544.96    1540.62      28.52
0.236      1574.07    1569.73      28.72
0.236      1603.50    1599.16      28.88
0.236      1632.77    1628.43      28.68
0.236      1657.02    1652.68      29.21
0.230      1613.24    1608.91      29.32
0.229      1597.47    1593.14      29.27
0.230      1623.88    1619.54      27.32
0.232      1651.41    1647.07      27.66
0.232      1679.74    1675.40      28.69
0.232      1708.33    1703.99      28.80
0.232      1736.43    1732.09      28.76
0.234      1764.53    1760.19      28.61
0.236      1793.44    1789.10      29.16
0.236      1822.77    1818.44      29.40
0.235      1851.31    1846.98      29.06
0.235      1880.12    1875.79      29.43
0.235      1908.67    1904.33      29.09
0.236      1937.43    1933.10      29.10
0.236      1966.59    1962.25      29.33
0.237      1995.86    1991.52      29.48
0.237      2024.81    2020.48      29.49
0.237      2053.99    2049.66      29.47
0.239      2082.63    2078.29      29.23
0.239      2111.80    2107.47      29.39
0.239      2139.77    2135.43      28.24
0.240      2169.18    2164.84      29.20
0.240      2198.96    2194.62      29.94
0.241      2226.90    2222.56      28.57
0.240      2262.00    2257.66      52.43
0.241      2290.94    2286.60      88.51
0.249      2319.57    2315.23     168.41
0.254      2346.20    2341.86     211.63
0.256      2374.96    2370.62     251.05
0.255      2387.34    2383.00     231.93
0.248      2406.02    2401.69     340.95
0.242      2425.11    2420.77      20.73
0.243      2443.62    2439.29      19.08
0.244      2462.27    2457.94      19.41
0.244      2481.06    2476.72      19.37
0.245      2499.78    2495.44      19.44
0.244      2519.26    2514.92      20.21
0.244      2538.21    2533.87      19.54
0.246      2558.43    2554.09      20.96
0.245      2578.09    2573.75      20.19
0.246      2597.98    2593.64      20.40
0.246      2616.50    2612.16      19.24
0.250      2635.59    2631.25      19.57
0.251      2655.38    2651.04      19.89
0.253      2674.22    2669.89      19.25
0.252      2692.80    2688.46      18.99
0.253      2712.68    2708.34      20.35
0.253      2732.36    2728.02      19.71
0.253      2753.07    2748.74      20.97
0.254      2773.00    2768.66      20.19
0.255      2792.92    2788.58      20.29
0.253      2813.34    2809.00      20.93
0.257      2833.76    2829.42      20.61
0.255      2853.86    2849.52      20.02
0.256      2875.79    2871.46      21.80
0.257      2896.45    2892.12      20.61
0.258      2917.21    2912.87      20.62
0.259      2937.54    2933.21      19.98
0.259      2958.00    2953.66      21.89
0.260      2978.38    2974.05      22.20
0.262      2998.18    2993.84      22.50
0.259      3004.16    2999.78       9.63
0.260      3004.16    2999.78       2.70
0.254      2351.77    2345.34     298.85
ERROR: can't open /proc/1089009/smaps: No such file or directory at ../wss.pl line 226.
