Watching PID 2110326 page references grow, output every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.212       365.30     361.28       2.40
0.426       365.30     361.28       2.40
0.640       365.30     361.28       2.40
0.854       365.30     361.28       2.47
1.067       365.30     361.28       2.47
1.280       365.30     361.28       2.48
1.492       365.30     361.28       2.48
1.704       365.30     361.28       2.48
1.916       365.30     361.28       2.48
2.128       381.76     377.60      31.76
2.342       405.36     401.19      55.36
2.559       437.81     433.65      87.81
2.776       477.43     473.26     127.45
2.994       501.68     497.51     151.70
3.213       525.18     521.01     175.20
3.432       548.80     544.64     198.82
3.652       570.36     566.20     220.39
3.870       591.45     587.29     241.56
4.089       615.66     611.49     265.77
4.309       639.94     635.77     290.05
4.530       664.34     660.18     314.45
4.751       688.96     684.79     339.07
4.973       713.30     709.14     363.41
5.194       737.63     733.47     387.74
5.418       762.36     758.19     412.46
5.649       787.94     783.78     438.05
5.881       813.93     809.77     464.04
6.116       839.24     835.08     489.35
6.350       865.78     861.62     515.89
6.578       891.19     887.03     541.30
6.810       917.12     912.96     567.23
7.043       942.78     938.62     592.89
7.272       968.36     964.20     618.47
7.501       994.02     989.86     644.13
7.729      1018.83    1014.67     668.94
7.980      1902.78    1898.62    1553.15
8.249      1983.88    1979.72    1634.25
8.509      2012.88    2008.72    1663.25
8.766      2041.30    2037.14    1691.68
9.017      2068.68    2064.52    1719.05
9.262      2095.80    2091.64    1746.20
9.507      2122.93    2118.77    1773.33
9.752      2149.33    2145.17    1799.73
10.004     2214.12    2209.95    1864.71
10.255     2239.41    2235.24    1890.02
10.499     2265.48    2261.32    1916.10
10.749     2301.82    2297.65    1952.48
11.001     2329.70    2325.54    1980.36
11.253     2356.79    2352.63    2007.45
11.506     2383.76    2379.60    2034.42
11.761     2410.51    2406.35    2061.17
12.023     2438.68    2434.51    2089.34
12.291     2467.46    2463.29    2118.12
12.563     2495.63    2491.47    2146.29
12.829     2523.77    2519.60    2174.43
13.090     2551.37    2547.21    2202.03
13.341     2577.56    2573.40    2228.22
13.585     2603.54    2599.38    2254.20
13.830     2628.66    2624.50    2279.32
14.075     2654.00    2649.84    2304.66
14.321     2680.07    2675.91    2330.73
14.572     2706.97    2702.81    2357.63
14.829     2733.23    2729.06    2383.89
15.093     2760.90    2756.74    2411.56
15.356     2787.97    2783.81    2438.63
15.619     2815.89    2811.73    2466.55
15.892     2844.41    2840.25    2495.07
16.164     2873.14    2868.98    2523.80
16.426     2900.47    2896.31    2551.13
16.680     2927.09    2922.92    2577.75
16.935     2953.98    2949.82    2604.64
17.189     2979.96    2975.79    2630.62
17.442     3006.02    3001.86    2656.68
17.696     3032.50    3028.34    2683.16
17.956     3060.44    3056.27    2711.10
18.216     3086.93    3082.77    2737.59
18.478     3114.98    3110.82    2765.73
18.742     3126.15    3122.01    2777.18
18.999     3126.15    3122.01    2777.18
19.252     2854.15    2848.70    2517.03
19.489     1323.34    1317.03    1254.65
ERROR: can't open /proc/2110326/smaps: No such file or directory at ../wss.pl line 226.
