Watching PID 2672450 page references grow, output every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.208       421.74     417.60      25.23
0.417       444.99     440.85      48.48
0.628       456.00     451.80      64.73
0.841       458.55     454.29      73.33
1.054       458.55     454.29      73.33
1.267       458.55     454.29      73.33
1.480       458.55     454.29      73.33
1.693       458.55     454.29      73.34
1.905       458.55     454.29      73.34
2.120       594.92     590.52     210.33
2.345       930.70     926.30     546.11
2.583       956.18     951.78     571.60
2.822       983.02     978.62     598.44
3.060      1009.30    1004.90     624.72
3.301      1036.78    1032.38     652.20
3.543      1062.97    1058.57     678.39
3.786      1090.08    1085.68     705.50
4.029      1117.53    1113.13     732.95
4.273      1144.22    1139.82     759.64
4.514      1170.63    1166.23     786.05
4.753      1195.20    1190.80     810.62
4.994      1220.94    1216.54     836.37
5.232      1247.66    1243.26     863.09
5.471      1274.17    1269.77     889.60
5.711      1300.93    1296.53     916.36
5.949      1327.30    1322.90     942.73
6.189      1354.48    1350.08     969.91
6.435      1381.55    1377.15     996.98
6.683      1409.86    1405.45    1025.28
6.936      1438.36    1433.96    1053.79
7.188      1465.99    1461.59    1081.42
7.438      1493.67    1489.27    1109.09
7.687      1520.18    1515.78    1135.61
7.935      1547.80    1543.40    1163.23
8.183      1575.18    1570.78    1190.61
8.432      1602.49    1598.09    1217.92
8.680      1630.68    1626.28    1246.11
8.934      1658.80    1654.40    1274.23
9.190      1687.86    1683.46    1303.29
9.449      1716.05    1711.65    1331.48
9.710      1745.62    1741.21    1361.05
9.969      1774.12    1769.71    1389.55
10.229     1803.12    1798.71    1418.55
10.487     1830.30    1825.90    1445.73
10.744     1859.41    1855.01    1474.84
11.001     1887.55    1883.15    1502.98
11.260     1916.93    1912.53    1532.36
11.524     1946.18    1941.78    1561.61
11.792     1976.49    1972.09    1591.92
12.062     2006.37    2001.96    1621.80
12.334     2036.74    2032.34    1652.17
12.607     2067.37    2062.96    1682.80
12.882     2097.49    2093.09    1712.92
13.156     2127.58    2123.18    1743.01
13.429     2158.07    2153.67    1773.50
13.702     2187.86    2183.46    1803.29
13.977     2218.49    2214.09    1833.92
14.255     2249.18    2244.77    1864.61
14.536     2279.93    2275.53    1895.36
14.818     2312.05    2307.65    1927.54
15.101     2343.49    2339.09    1958.97
15.385     2374.74    2370.34    1990.22
15.671     2407.18    2402.78    2022.66
15.953     2437.38    2432.97    2052.86
16.234     2467.18    2462.78    2082.66
16.515     2497.12    2492.71    2112.60
16.797     2527.87    2523.46    2143.35
17.080     2560.18    2555.78    2175.66
17.366     2591.12    2586.71    2206.60
17.656     2624.05    2619.65    2239.54
17.947     2654.74    2650.34    2270.22
18.238     2687.87    2683.46    2303.35
18.531     2719.55    2715.15    2335.04
18.825     2751.20    2746.80    2366.68
19.120     2761.49    2757.09    2394.86
19.414     2708.48    2704.08    2376.21
19.705     2740.54    2736.14    2408.27
20.001     2774.04    2769.64    2441.77
20.301     2806.67    2802.27    2474.39
20.599     2839.91    2835.51    2507.64
20.898     2872.92    2868.52    2540.64
21.198     2905.86    2901.45    2573.58
21.499     2938.73    2934.33    2606.46
21.798     2972.17    2967.77    2639.89
22.099     3003.98    2999.58    2671.71
22.403     3036.92    3032.52    2704.64
22.706     3071.10    3066.70    2738.82
23.014     3105.54    3101.14    2773.27
23.345     3143.29    3138.89    2811.02
23.676     3177.42    3173.02    2845.14
23.992     3213.04    3208.64    2880.77
24.310     3247.48    3243.08    2915.21
24.629     3282.73    3278.33    2950.46
24.950     3317.67    3313.27    2985.39
25.269     3353.04    3348.64    3020.77
25.587     3386.54    3382.14    3054.27
25.934     3426.48    3422.08    3094.21
26.285     3463.86    3459.45    3131.58
26.604     3498.86    3494.45    3166.58
26.921     3534.04    3529.64    3201.77
27.246     3569.92    3565.52    3237.64
27.576     3606.11    3601.70    3273.83
27.901     3641.79    3637.39    3309.52
28.227     3678.79    3674.39    3346.52
28.555     3713.85    3709.45    3381.58
28.882     3749.43    3745.03    3417.16
29.206     3784.29    3779.89    3452.02
29.531     3819.67    3815.27    3487.39
29.858     3856.61    3852.20    3524.33
30.184     3892.92    3888.52    3560.64
30.511     3929.04    3924.64    3596.77
30.841     3966.23    3961.83    3633.96
31.174     4003.54    3999.14    3671.27
31.522     4044.04    4039.64    3711.77
31.872     4081.54    4077.14    3749.27
32.206     4118.45    4114.05    3786.18
32.538     4155.38    4150.97    3823.10
32.849     5101.34    5096.94    4769.13
33.141     5133.52    5129.11    4801.31
33.434     5166.40    5162.00    4834.19
33.729     5198.96    5194.56    4866.76
34.047     5235.02    5230.62    4902.82
34.367     5270.47    5266.07    4938.26
34.671     5304.39    5299.99    4972.18
34.993     5340.39    5335.99    5008.18
35.310     5375.21    5370.81    5043.00
35.605     5407.46    5403.05    5075.25
35.902     5441.36    5436.96    5109.15
36.206     5474.77    5470.25    5142.82
36.521     5510.02    5505.49    5178.07
36.837     5545.66    5541.13    5213.70
37.143     5578.96    5574.44    5247.01
37.445     5612.90    5608.31    5280.95
37.749     5646.02    5641.40    5314.09
38.051     5680.08    5675.46    5348.15
38.353     5713.22    5708.59    5381.29
38.657     5745.96    5741.34    5414.04
38.957     5778.47    5773.84    5446.59
39.255     5811.22    5806.59    5479.34
39.552     5844.03    5839.45    5513.69
39.856     5878.71    5874.12    5548.37
40.173     5914.02    5909.43    5583.68
40.485     5948.21    5943.63    5617.88
40.788     5982.02    5977.44    5651.68
41.095     6016.22    6011.63    5685.88
41.404     6049.27    6044.68    5718.93
41.746     6199.82    6195.23    5869.49
42.096     6145.68    6141.09    5815.36
42.422     6396.05    6391.47    6065.74
42.736     6560.43    6555.85    6230.12
43.045     6677.33    6672.74    6347.02
43.357     6711.89    6707.31    6381.58
43.668     6746.77    6742.18    6416.45
43.979     6781.89    6777.31    6451.58
44.291     6816.70    6812.12    6486.39
44.601     6849.47    6844.89    6519.16
44.909     6883.83    6879.24    6553.52
45.233     6921.81    6917.22    6591.50
45.572     6959.45    6954.87    6629.14
45.897     6993.95    6989.37    6663.64
46.211     7029.83    7025.24    6699.52
46.528     7065.02    7060.43    6734.70
46.846     7100.14    7095.56    6769.83
47.162     7135.45    7130.87    6805.14
47.479     7169.25    7164.66    6838.93
47.794     7204.02    7199.43    6873.70
48.107     7239.80    7235.22    6909.49
48.438     7277.33    7272.74    6947.02
48.791     7317.08    7312.49    6986.77
49.130     7353.64    7349.06    7023.33
49.451     7389.20    7384.80    7058.96
49.772     7424.89    7420.49    7094.64
50.092     7461.01    7456.61    7130.77
50.410     7495.05    7490.64    7164.80
50.729     7531.02    7526.61    7200.77
51.051     7565.12    7560.71    7234.87
51.378     7490.06    7485.66    7159.82
51.707     7931.59    7927.19    7601.36
52.037     8783.27    8778.87    8453.04
52.408     9664.66    9660.26    9334.45
52.785     9756.68    9752.27    9426.46
53.125     9759.98    9755.58    9429.76
53.478     9798.97    9794.57    9468.75
53.856     9840.38    9835.97    9510.16
54.240     9883.42    9879.02    9553.20
54.631     9926.98    9922.58    9596.76
55.031     9972.11    9967.70    9641.89
55.418    10015.86   10011.45    9685.64
55.787    10057.04   10052.64    9726.82
56.141    10095.29   10090.89    9765.07
56.480    10132.32   10127.91    9802.10
56.817    10169.73   10165.33    9839.51
57.162    10208.67   10204.27    9878.45
57.515    10247.36   10242.95    9917.14
57.865    10287.04   10282.64    9956.82
58.211    10325.04   10320.63    9994.82
58.557    10363.67   10359.27   10033.45
58.903    10403.11   10398.70   10072.89
59.276    10444.25   10439.85   10114.03
59.647    10484.92   10480.52   10154.70
60.006    10525.98   10521.58   10195.76
60.366    10564.92   10560.52   10234.70
60.714    10603.42   10599.02   10273.20
61.068    10643.42   10639.02   10313.20
61.419    10682.61   10678.20   10352.39
61.767    10720.73   10716.33   10390.51
62.112    10758.36   10753.95   10428.14
62.457    10797.36   10792.95   10467.14
62.813    10837.23   10832.83   10507.01
63.182    10877.98   10873.58   10547.76
63.550    10918.29   10913.89   10588.07
63.914    10958.67   10954.27   10628.45
64.274    10998.79   10994.39   10668.57
64.629    11038.29   11033.89   10708.07
64.985    11077.11   11072.71   10746.89
65.342    11116.47   11112.07   10786.25
65.695    11155.73   11151.33   10825.51
66.069    11199.69   11195.29   10869.47
66.451    11239.98   11235.58   10909.76
66.813    11280.67   11276.27   10950.45
67.172    11319.54   11315.14   10989.32
67.533    11360.48   11356.08   11030.26
67.896    11400.73   11396.33   11070.51
68.255    11439.42   11435.02   11109.20
68.612    11478.54   11474.14   11148.32
68.970    11518.67   11514.27   11188.45
69.331    11559.36   11554.95   11229.14
69.694    11599.31   11594.91   11269.09
70.057    11639.48   11635.08   11309.26
70.423    11680.79   11676.39   11350.57
70.792    11722.23   11717.83   11392.01
71.159    11761.05   11756.65   11430.84
71.522    11954.62   11950.22   11624.41
71.925    12509.15   12504.75   12178.93
72.376    12558.41   12554.00   12228.19
72.830    12608.53   12604.12   12278.31
73.287    12658.84   12654.44   12328.62
73.742    12709.15   12704.75   12378.93
74.192    12758.09   12753.69   12427.88
74.641    12807.84   12803.44   12477.62
75.100    12858.28   12853.88   12528.06
75.574    12910.53   12906.13   12580.31
76.050    12962.59   12958.19   12632.37
76.535    13014.97   13010.57   12684.75
77.015    13067.16   13062.75   12736.94
77.480    13117.84   13113.44   12787.62
77.902    13198.50   13194.10   12868.29
78.294    13389.42   13385.02   13059.20
78.689    13439.91   13435.51   13109.69
79.079    13547.18   13542.78   13216.96
79.488    13480.79   13476.39   13150.57
79.948    13396.01   13391.61   13065.79
80.404    13295.29   13290.89   12965.07
80.803    13269.09   13264.69   12938.87
81.236    13284.53   13280.12   12954.31
81.667    13329.28   13324.88   12999.06
