Watching PID 2055852 page references grow, output every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.211       356.60     352.35       3.02
0.428       356.60     352.35       3.02
0.641       356.60     352.35       3.02
0.854       356.60     352.35       3.03
1.067       356.60     352.35       3.03
1.281       356.60     352.35       3.03
1.494       356.60     352.35       3.03
1.706       356.60     352.35       3.03
1.918       356.60     352.35       3.03
2.131       367.62     363.23      26.89
2.343       391.93     387.54      51.32
2.560       416.33     411.94      75.73
2.786       533.70     529.31     193.51
3.015       555.00     550.61     214.92
3.244       579.29     574.89     239.23
3.477       604.13     599.74     264.08
3.712       630.73     626.34     290.71
3.937       641.50     637.07     301.75
4.156       641.50     637.07     301.75
4.374       641.50     637.07     301.77
4.592       682.84     676.24     654.90
ERROR: can't open /proc/2055852/smaps: No such file or directory at ../wss.pl line 226.
