timestamp,S0-CBO.LLC_VICTIMS.M_STATE,S0-CBO.LLC_VICTIMS.MISS,S0-CBO.LLC_VICTIMS,S1-CBO.LLC_VICTIMS.M_STATE,S1-CBO.LLC_VICTIMS.MISS,S1-CBO.LLC_VICTIMS
0.201109496,919968,326998,0,828221,202139,0
0.302284136,902975,361052,0,851483,203598,0
0.405151237,930418,299409,0,928299,247639,0
0.507959046,997534,369555,0,939541,281717,0
0.610944005,921505,415550,0,1265903,312469,0
0.711992458,2711849,393523,0,3346810,367551,0
0.813053103,3569956,352427,0,4580153,385425,0
0.914239331,5655929,478646,0,6375605,345336,0
1.015413695,5117611,1330122,0,7154417,891834,0
1.116442463,5488946,1148293,0,7393489,909757,0
1.217042048,4870151,566335,0,3075080,691185,0
1.317840929,217982,24461,0,211767,44447,0
1.418445494,78734,8982,0,143509,83592,0
1.522129202,221597,27053,0,276172,117636,0
1.622775443,351672,46502,0,335960,139548,0
1.723487784,123023,20696,0,351892,133818,0
1.824222274,905030,59842,0,319459,142390,0
1.925098786,1765277,1112039,0,1386558,291701,0
2.026201450,980975,363783,0,3390115,302116,0
2.127026653,652618,41518,0,1167161,54789,0
2.227795727,59153,11460,0,160648,8042,0
2.328714367,1614,201,0,42966,407,0
2.429611014,3535,183,0,959,92,0
2.530350991,9195,1325,0,137335,16579,0
2.530350991,62944,6699,0,189191,17448,0
