Watching PID 772692 page references for every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.221       459.55     454.96       2.46
0.209       459.55     454.96       0.24
0.207       459.55     454.96       0.24
0.208       459.55     454.96       0.24
0.209       459.55     454.96       0.24
0.209       459.55     454.96       0.24
0.210       459.55     454.96       0.24
0.212       459.55     454.96       0.24
0.214       460.32     455.63       6.46
0.314      1301.02    1296.28     849.00
0.305      1490.66    1485.92     294.95
0.295      2593.94    2589.20    1324.05
0.328      3155.59    3150.82    1071.56
0.341      3040.86    3033.96       6.88
0.274      1145.15    1137.77     374.89
ERROR: can't open /proc/772692/smaps: No such file or directory at ../wss.pl line 226.
