Watching PID 266719 page references for every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.210       459.36     454.98       0.24
0.206       459.36     454.98       0.45
0.207       459.36     454.98       2.20
0.208       459.36     454.98       0.24
0.208       459.36     454.98       0.24
0.209       459.36     454.98       0.24
0.210       459.36     454.98       0.24
0.210       459.36     454.98       0.24
0.210       459.36     454.90       2.10
0.215       606.59     602.09     162.36
0.224       735.39     730.89     121.82
0.225       800.14     795.64      82.40
0.227       872.89     868.39      92.38
0.227       943.96     939.45      90.57
0.228      1017.83    1013.33      94.34
0.234      1093.83    1089.33      96.39
0.242      1171.39    1166.89      97.96
0.247      1241.52    1237.01      90.67
0.269      2281.93    2277.42    1138.86
0.289      2741.01    2736.50     407.20
0.268      2741.01    2736.50     350.34
0.265      4121.14    4116.64    1535.95
0.286      6230.37    6225.86    1698.90
0.305      8535.49    8530.99    1993.45
0.378     16176.91   16172.41    3362.15
0.383     18540.76   18536.25    3771.66
0.444     16479.61   16475.10    1460.89
0.414     15854.82   15850.32    1260.52
0.394     16535.54   16531.03    1161.61
0.406     16291.76   16287.25    1186.01
0.445     16576.50   16572.00    2008.67
0.541     19088.36   19083.85    2550.38
0.533     19202.52   19198.10       5.74
0.479     18764.01   18719.25     133.81
0.489     10217.10   10208.12      70.22
ERROR: can't open /proc/266719/smaps: No such file or directory at ../wss.pl line 226.
