Watching PID 2555962 page references grow, output every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.210       386.01     381.78       2.60
0.423       386.01     381.78       2.62
0.636       386.01     381.78       2.62
0.851       386.01     381.78       2.62
1.068       386.01     381.78       2.63
1.288       386.01     381.78       2.63
1.508       386.01     381.78       2.63
1.721       386.01     381.78       2.63
1.933       386.01     381.78       2.63
2.146       422.40     418.02      46.05
2.361       471.66     467.28      95.31
2.577       495.91     491.53     119.56
2.794       513.22     508.84     136.87
3.010       528.59     524.22     152.25
3.225       543.66     539.28     167.31
3.453       616.66     612.29     240.34
3.686       546.02     541.64     169.79
3.902       554.89     550.52     178.73
4.124       572.48     568.11     196.56
4.348       596.42     592.04     220.50
4.567       620.23     615.85     244.31
4.787       644.12     639.75     268.21
5.007       668.07     663.69     292.15
5.228       691.90     687.52     315.98
5.450       746.27     741.89     370.40
5.698       881.91     877.53     506.08
5.956      1004.83    1000.45     629.00
6.194      1051.35    1046.97     675.55
6.428      1059.22    1054.84     683.50
6.660       979.39     974.97     603.98
6.892       979.39     974.97     603.98
7.126       979.39     974.97     603.98
7.362       986.49     980.00     667.36
7.618       434.78     434.76     432.02
ERROR: can't open /proc/2555962/smaps: No such file or directory at ../wss.pl line 226.
