Watching PID 982809 page references for every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.210       355.98     351.47       2.73
0.207       355.98     351.47       2.64
0.207       355.98     351.47       2.66
0.207       355.98     351.47       2.64
0.208       355.98     351.47       2.64
0.207       355.98     351.47       2.65
0.208       355.98     351.47       2.66
0.208       355.98     351.47       2.63
0.207       355.98     351.47       2.64
0.208       412.52     407.86      73.62
0.211       439.67     435.02      37.59
0.215       480.18     475.53      51.85
0.219       508.97     504.32      45.56
0.213       517.93     513.28      43.86
0.212       513.98     509.33      37.46
0.212       514.95     510.25       7.55
0.211       514.95     510.25       2.77
0.211       514.95     509.13       5.18
0.210       548.93     542.26     318.39
ERROR: can't open /proc/982809/smaps: No such file or directory at ../wss.pl line 226.
