Watching PID 1041951 page references for every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.210       378.43     374.38       5.95
0.208       378.99     374.94       4.12
0.210       385.08     380.98      16.91
0.211       386.01     381.85      17.88
0.211       386.01     381.85       2.54
0.210       386.01     381.85       2.54
0.208       386.01     381.85       2.64
0.208       386.01     381.85       2.61
0.207       386.01     381.85       2.56
0.209       386.71     382.41       9.59
0.213       572.75     568.45     171.05
0.214       597.03     592.72      29.71
0.216       621.95     617.64      30.23
0.219       647.75     643.44      30.90
0.221       675.49     671.18      32.58
0.224       703.25     698.95      32.95
0.227       731.54     727.23      32.68
0.226       758.21     753.91      31.02
0.225       786.71     782.40      32.48
0.228       814.52     810.22      32.64
0.230       843.11     838.81      32.73
0.231       873.50     869.20      34.14
0.230       902.63     898.33      34.14
0.231       931.38     927.07      33.73
0.227       960.00     955.70      33.12
0.228       989.67     985.37      34.95
0.231      1018.93    1014.62      34.41
0.232      1047.02    1042.71      32.82
0.227      1075.98    1071.68      34.09
0.224      1101.73    1097.43      30.77
0.224      1129.71    1125.40      33.12
0.225      1158.28    1153.97      32.77
0.225      1186.36    1182.05      33.35
0.226      1213.59    1209.29      32.61
0.227      1241.85    1237.54      33.30
0.226      1270.38    1266.07      33.67
0.226      1299.35    1295.04      33.58
0.227      1327.62    1323.32      33.30
0.230      1356.16    1351.86      33.46
0.235      1383.62    1379.32      32.75
0.233      1414.08    1409.77      35.27
0.232      1443.98    1439.68      35.80
0.237      1473.66    1469.36      35.50
0.239      1504.31    1500.01      35.64
0.241      1535.75    1531.45      35.72
0.235      1566.18    1561.88      33.52
0.234      1594.51    1590.20      33.27
0.236      1624.18    1619.87      35.57
0.240      1655.91    1651.61      36.43
0.241      1686.59    1682.29      35.14
0.240      1716.62    1712.31      34.67
0.237      1748.25    1743.95      35.44
0.238      1778.91    1774.61      34.80
0.240      1809.01    1804.70      34.01
0.238      1839.52    1835.22      34.21
0.239      1871.39    1867.09      35.08
0.238      1902.27    1897.97      34.28
0.264      2142.06    2137.75     293.37
0.272      2852.86    2848.56     727.73
0.261      3537.76    3533.45     845.81
0.258      3573.01    3568.70      74.88
0.260      3608.76    3604.45      75.09
0.258      3644.26    3639.95      74.62
0.257      3679.63    3675.33      74.66
0.259      3715.01    3710.70      74.66
0.260      3750.63    3746.33      75.24
0.260      3786.13    3781.83      74.14
0.263      3822.63    3818.33      76.78
0.263      3859.38    3855.08      76.09
0.267      3895.57    3891.26      76.11
0.267      3933.13    3928.83      77.30
0.269      3961.07    3956.77      78.32
0.269      3976.70    3972.39      76.12
0.269      4014.70    4010.39      77.52
0.268      4052.57    4048.27      78.00
0.268      4089.95    4085.64      77.04
0.268      4127.70    4123.39      77.54
0.270      4165.45    4161.14      77.88
0.270      4203.82    4199.52      77.95
0.274      4242.45    4238.14      78.78
0.276      4282.32    4278.02      80.55
0.278      4322.07    4317.77      81.17
0.276      4361.70    4357.39      80.66
0.273      4400.20    4395.89      79.23
0.273      4439.38    4435.07      79.53
0.273      4478.20    4473.89      79.43
0.272      4517.07    4512.77      79.45
0.274      4556.20    4551.89      79.91
0.275      4594.70    4590.39      79.14
0.282      4635.57    4631.27      82.15
0.285      4676.70    4672.39      82.53
0.293      4689.96    4685.65      83.83
0.278      4736.35    4732.04      86.39
0.279      4776.54    4772.24      79.01
0.282      4667.39    4663.09      73.79
0.274      3977.66    3973.35      47.94
0.269      4014.50    4010.19      39.25
0.267      4077.71    4073.40      70.62
0.267      4131.78    4127.48      68.44
0.269      4156.53    4152.23      42.88
0.270      4181.66    4177.35      43.71
0.273      4600.38    4596.07     470.63
0.289      4613.29    4608.98      31.36
0.287      4649.43    4645.12     310.24
0.274      4661.15    4656.85     136.46
0.285      4666.05    4661.75      59.99
0.280      4690.03    4685.72     213.25
0.280      4729.56    4725.25     299.92
0.278      4769.31    4765.01     283.86
0.278      4808.41    4804.11     260.83
0.278      4820.48    4816.18     231.64
0.280      4899.96    4895.66     259.82
0.277      4883.00    4878.69     153.14
0.274      4078.29    4073.98     451.68
0.269      4078.29    4073.98      46.00
0.269      4048.16    4043.86      34.48
0.270      4068.68    4064.34      50.66
0.268      4068.68    4064.34       2.69
0.269      4068.23    4062.50       4.30
0.269      3418.57    3411.47     297.88
ERROR: can't open /proc/1041951/smaps: No such file or directory at ../wss.pl line 226.
