timestamp,S0-CBO.LLC_VICTIMS.M_STATE,S0-CBO.LLC_VICTIMS.MISS,S0-CBO.LLC_VICTIMS,S1-CBO.LLC_VICTIMS.M_STATE,S1-CBO.LLC_VICTIMS.MISS,S1-CBO.LLC_VICTIMS
0.201037531,59218,2309,0,76677,5448,0
0.301733210,125784,3770,0,43936,4203,0
0.402484165,214142,10529,0,24510,4832,0
0.503377102,8181,1297,0,42924,3949,0
0.604280942,148812,12158,0,59618,6254,0
0.705085462,239661,14965,0,27546,4147,0
0.805719139,107020,5080,0,50532,7018,0
0.906683686,10456,481,0,32098,2507,0
1.007588266,55400,1205,0,34984,2680,0
1.108505423,4375,168,0,44920,6431,0
1.209438909,6000,244,0,21239,173,0
1.310405102,591,54,0,394,58,0
1.411304503,454,71,0,116,49,0
1.411304503,29265,2827,0,45461,5200,0
