timestamp,S0-CBO.LLC_VICTIMS.M_STATE,S0-CBO.LLC_VICTIMS.MISS,S0-CBO.LLC_VICTIMS,S1-CBO.LLC_VICTIMS.M_STATE,S1-CBO.LLC_VICTIMS.MISS,S1-CBO.LLC_VICTIMS
0.201043577,5843728,744297,0,5218436,733060,0
0.302078486,3195035,1736195,0,9107656,861987,0
0.402962451,7582018,1091352,0,6891665,740903,0
0.503931762,5266869,930471,0,7259054,832417,0
0.604657523,7277141,982660,0,6235238,930634,0
0.705234598,5559879,578021,0,3544649,614786,0
0.805881740,447011,39230,0,195506,28074,0
0.906697217,3752,348,0,5962,407,0
1.007612671,446,71,0,578,84,0
1.108572953,232,40,0,372,53,0
1.209502426,324,84,0,11113,122,0
1.209502426,163587,17402,0,34770,9132,0
