Watching PID 2603711 page references grow, output every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.213       422.29     418.39      24.87
0.428       445.17     441.26      47.74
0.644       451.17     447.26      56.02
0.861       457.09     453.12      67.27
1.082       458.52     454.49      72.49
1.303       458.52     454.49      72.56
1.529       458.52     454.49      72.56
1.754       458.52     454.49      72.56
1.974       458.52     454.49      72.56
2.195       496.20     492.03     114.96
2.416       541.46     537.29     160.23
2.639       707.27     703.10     326.04
2.864       731.89     727.73     350.67
3.090       756.89     752.73     375.67
3.316       781.77     777.60     400.54
3.544       806.89     802.73     425.67
3.775       832.14     827.98     450.92
4.009       857.33     853.17     476.11
4.245       883.02     878.85     501.79
4.478       908.46     904.29     527.23
4.711       934.27     930.10     553.04
4.943       959.89     955.73     578.67
5.178       984.14     979.98     602.92
5.414      1009.14    1004.98     627.92
5.648      1033.52    1029.35     652.29
5.883      1059.27    1055.10     678.04
6.118      1085.05    1080.89     703.88
6.353      1109.77    1105.60     728.59
6.590      1134.89    1130.73     753.72
6.829      1160.39    1156.23     779.22
7.069      1182.77    1178.60     801.59
7.309      1203.46    1199.29     822.28
7.550      1222.64    1218.48     841.47
7.792      1257.79    1253.63     876.62
8.037      1428.86    1424.70    1047.69
8.285      1456.49    1452.32    1075.31
8.533      1484.11    1479.95    1102.94
8.781      1511.61    1507.45    1130.44
9.027      1539.11    1534.95    1157.94
9.273      1566.36    1562.20    1185.19
9.518      1593.11    1588.95    1211.95
9.765      1619.86    1615.70    1238.70
10.012     1647.24    1643.07    1266.07
10.259     1674.74    1670.57    1293.57
10.509     1702.49    1698.32    1321.32
10.758     1730.24    1726.07    1349.07
11.009     1757.61    1753.45    1376.45
11.262     1785.11    1780.95    1403.95
11.517     1812.36    1808.20    1431.20
11.770     1839.86    1835.70    1458.70
12.024     1867.49    1863.32    1486.32
12.277     1895.49    1891.32    1514.32
12.530     1923.74    1919.57    1542.57
12.784     1951.86    1947.70    1570.70
13.040     1978.99    1974.82    1597.82
13.298     2006.86    2002.70    1625.70
13.559     2034.99    2030.82    1653.82
13.820     2062.61    2058.45    1681.45
14.080     2085.24    2081.07    1704.07
14.341     2107.86    2103.70    1726.70
14.602     2130.36    2126.20    1749.20
14.863     2157.36    2153.20    1776.20
15.123     2186.24    2182.07    1805.07
15.383     2214.86    2210.70    1833.70
15.642     2243.74    2239.57    1862.57
15.905     2272.99    2268.82    1891.82
16.171     2302.49    2298.32    1921.32
16.435     2331.74    2327.57    1950.57
16.699     2361.11    2356.95    1979.95
16.963     2390.36    2386.20    2009.20
17.229     2419.86    2415.70    2038.70
17.495     2449.49    2445.32    2068.32
17.761     2478.99    2474.82    2097.82
18.027     2508.49    2504.32    2127.32
18.294     2538.24    2534.07    2157.07
18.563     2601.54    2597.38    2220.38
18.835     2739.87    2735.70    2358.71
19.105     2462.97    2458.81    2134.33
19.363     1982.42    1978.26    1654.21
19.613     2010.42    2006.25    1682.21
19.865     2038.34    2034.18    1710.14
20.117     2066.28    2062.11    1738.07
20.370     2094.47    2090.30    1766.26
20.629     2122.84    2118.67    1794.63
20.899     2152.59    2148.42    1824.38
21.162     2182.21    2178.04    1854.00
21.418     2210.73    2206.57    1882.52
21.675     2238.91    2234.75    1910.71
21.935     2267.08    2262.91    1938.87
22.196     2296.05    2291.89    1967.85
22.457     2324.70    2320.53    1996.49
22.718     2353.30    2349.14    2025.10
22.980     2382.94    2378.77    2054.73
23.242     2411.62    2407.46    2083.41
23.513     2441.60    2437.43    2113.39
23.785     2471.46    2467.30    2143.26
24.073     2501.27    2497.10    2173.06
24.365     2535.78    2531.61    2207.57
24.634     2565.12    2560.95    2236.91
24.902     2594.68    2590.51    2266.47
25.170     2625.36    2621.19    2297.15
25.440     2655.33    2651.16    2327.12
25.711     2684.70    2680.53    2356.49
25.983     2714.69    2710.52    2386.48
26.252     2744.30    2740.14    2416.10
26.524     2774.34    2770.17    2446.13
26.798     2805.32    2801.16    2477.11
27.072     2836.13    2831.96    2507.92
27.348     2866.47    2862.30    2538.26
27.625     2897.07    2892.90    2568.86
27.902     2927.07    2922.91    2598.87
28.181     2957.69    2953.53    2629.48
28.460     2988.56    2984.39    2660.35
28.738     3019.43    3015.26    2691.22
29.016     3049.92    3045.76    2721.71
29.281     1935.85    1931.69    1607.64
29.534     1964.78    1960.62    1636.57
29.788     1992.14    1987.98    1663.94
30.044     2019.94    2015.77    1691.73
30.301     2050.28    2046.12    1722.07
30.557     2077.34    2073.17    1749.13
30.814     2105.44    2101.28    1777.23
31.072     2135.79    2131.63    1807.59
31.328     2161.79    2157.63    1833.59
31.584     2191.17    2187.00    1862.96
31.841     2220.06    2215.89    1891.85
32.100     2246.93    2242.76    1918.72
32.359     2276.95    2272.79    1948.75
32.618     2306.07    2301.91    1977.87
32.881     2334.62    2330.46    2006.41
33.147     2363.40    2359.23    2035.19
33.411     2394.09    2389.93    2065.89
33.675     2423.16    2419.00    2094.95
33.941     2450.84    2446.67    2122.63
34.207     2480.16    2475.99    2151.95
34.471     2511.43    2507.27    2183.23
34.736     2538.57    2534.41    2210.36
35.004     2567.34    2563.18    2239.14
35.273     2597.34    2593.05    2269.38
35.542     2628.58    2624.29    2300.61
35.812     2656.58    2652.29    2328.61
36.084     2684.51    2680.22    2356.54
36.355     2714.59    2710.23    2386.63
36.625     2745.81    2741.42    2417.86
36.896     2775.89    2771.50    2447.94
37.168     2803.69    2799.30    2475.73
37.441     2832.62    2828.23    2504.66
37.715     2863.10    2858.71    2535.17
38.014     2895.41    2891.02    2567.50
38.289     2925.66    2921.27    2597.75
38.589     2959.41    2955.06    2633.05
38.913     2995.48    2991.13    2669.12
39.237     3033.39    3029.03    2707.03
39.557     3065.88    3061.53    2739.52
39.858     3097.19    3092.83    2770.83
40.143     3128.41    3124.06    2802.05
40.429     3159.69    3155.34    2833.33
40.715     3190.78    3186.43    2864.42
40.997     3222.02    3217.67    2895.66
41.280     3253.23    3248.88    2926.87
41.566     3284.45    3280.10    2958.09
41.852     3315.63    3311.28    2989.27
42.136     3346.82    3342.46    3020.46
42.423     3378.01    3373.66    3051.65
42.706     3409.23    3404.88    3082.87
42.991     3440.46    3436.11    3114.11
43.279     3471.67    3467.32    3145.31
43.570     3502.95    3498.60    3176.59
43.862     3534.20    3529.84    3207.84
44.153     3565.53    3561.18    3239.17
44.445     3597.20    3592.85    3270.84
44.731     3628.60    3624.25    3302.24
45.019     3659.46    3655.11    3333.10
45.319     3696.07    3691.72    3369.71
45.621     3728.75    3724.40    3402.39
45.916     3760.07    3755.72    3433.71
46.211     3791.32    3786.96    3464.96
46.511     3823.00    3818.65    3496.64
46.815     3857.07    3852.72    3530.71
47.120     3892.66    3888.31    3566.30
47.420     3924.00    3919.64    3597.64
47.719     3955.69    3951.34    3629.33
48.017     3989.88    3985.53    3663.52
48.318     4025.37    4021.02    3699.01
48.620     4056.83    4052.67    3730.53
48.921     4088.83    4084.66    3762.53
49.225     4126.52    4122.35    3800.21
49.542     4158.75    4154.59    3832.45
49.858     4196.82    4192.65    3870.52
50.170     4229.06    4224.90    3902.76
50.482     4264.47    4260.31    3938.17
50.794     4298.79    4294.63    3972.49
51.106     4332.25    4328.08    4005.95
51.414     4368.99    4364.83    4042.69
51.720     4400.91    4396.75    4074.61
52.033     4438.91    4434.74    4112.61
52.355     4471.48    4467.32    4145.18
52.682     4509.65    4505.49    4183.35
53.007     4545.32    4541.15    4219.02
53.327     4580.27    4576.10    4253.97
53.645     4616.62    4612.46    4290.32
53.965     4650.90    4646.74    4324.60
54.286     4688.94    4684.77    4362.64
54.606     4721.64    4717.48    4395.34
54.962     4762.56    4758.40    4436.26
55.337     4803.90    4799.74    4477.60
55.681     4843.24    4839.08    4516.94
55.999     4877.10    4872.94    4550.80
56.323     4915.24    4911.07    4588.94
56.651     4949.72    4945.55    4623.42
56.976     4986.42    4982.26    4660.12
57.307     5024.60    5020.44    4698.30
57.637     5059.54    5055.37    4733.24
