Watching PID 3920343 page references for every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.213       440.93     434.59      23.43
0.207       456.05     449.67      20.38
0.209       458.93     452.43      17.10
0.210       458.93     452.43       0.24
0.210       458.93     452.43       0.25
0.214       458.93     452.43       2.59
0.214       458.93     452.43       0.24
0.211       458.93     452.43       0.24
0.212       459.38     452.85       5.49
0.216       487.76     481.17      39.02
0.220       500.27     493.68      31.75
0.219       524.84     518.25      29.00
0.219       548.75     542.16      28.61
0.220       573.14     566.55      29.05
0.222       597.77     591.19      29.11
0.222       622.44     615.85      29.08
0.223       647.47     640.88      29.51
0.224       672.60     666.01      29.71
0.223       697.62     691.03      29.67
0.225       722.85     716.26      29.76
0.226       748.54     741.95      30.34
0.227       774.05     767.46      30.16
0.228       799.81     793.22      30.53
0.230       825.54     818.96      30.46
0.231       851.25     844.66      30.46
0.232       876.58     869.99      29.80
0.233       902.45     895.53      30.36
0.232       927.95     921.04      30.52
0.233       955.03     948.12      51.78
0.235       984.85     977.94      31.83
0.235      1017.02    1010.11      60.47
0.236      1071.05    1064.14     234.17
0.240      1123.04    1116.12     215.00
0.242      1189.11    1182.20     205.16
0.245      1229.38    1222.41      44.14
0.247      1262.48    1255.51      37.60
0.247      1295.63    1288.66      37.52
0.248      1330.40    1323.43      39.72
0.251      1364.90    1357.93      38.21
0.255      1399.75    1392.78      39.14
0.257      1436.70    1429.72      42.48
0.259      1472.43    1465.46      39.62
0.261      1508.84    1501.87      40.15
0.262      1544.98    1538.01      40.18
0.264      1582.17    1575.20      40.79
0.265      1618.70    1611.73      40.74
0.267      1659.00    1652.03      45.22
0.268      1696.71    1689.71      42.38
0.267      1735.53    1728.53      43.20
0.269      1773.20    1766.20      43.42
0.268      1820.06    1815.34      50.00
0.272      1860.57    1855.86      46.83
0.277      1899.56    1894.85      44.89
0.277      1938.95    1934.23      46.50
0.279      1979.40    1974.68      45.94
0.280      2023.96    2019.24      50.32
0.281      2064.94    2060.22      48.00
0.286      2125.45    2120.74      72.05
0.288      2189.63    2184.91      62.41
0.289      2231.63    2226.92      59.66
0.292      2346.91    2342.20     171.96
0.293      2386.53    2381.81     269.15
0.296      2429.21    2424.49     279.52
0.300      2480.68    2475.96     440.71
0.295      2409.79    2405.08     827.88
0.299      2450.02    2445.30      46.19
0.299      2448.42    2443.71      82.91
0.297      2379.37    2374.61       5.10
0.293      2376.04    2369.28       4.81
0.253       589.19     581.42     374.03
ERROR: can't open /proc/3920343/smaps: No such file or directory at ../wss.pl line 226.
