Watching PID 4038393 page references for every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.216       459.30     454.70       0.24
0.208       459.30     454.70       2.42
0.208       459.30     454.70       0.24
0.208       459.30     454.70       0.24
0.209       459.30     454.70       0.24
0.209       459.30     454.70       0.24
0.210       459.30     454.70       0.24
0.211       459.30     454.70       0.24
0.213       459.64     454.94       5.27
0.239      1575.70    1570.96    1120.09
0.286      2946.47    2941.72    1374.00
0.337      4306.47    4301.73    1290.87
0.383      5938.95    5934.20    1972.72
0.441      7177.00    7172.25    1812.77
0.571      8423.09    8418.35    2027.83
0.473      9477.84    9473.09    1851.66
0.582     10862.62   10857.88    1899.68
0.592     11759.52   11754.77    1332.15
0.653     12581.06   12576.31    1663.16
0.612     13421.56   13416.81    1665.25
0.585     14157.41   14152.66    1042.24
0.634     15257.53   15252.78     735.20
0.602     15035.91   15031.16     808.83
0.600     14222.13   14217.38     716.41
0.671     13735.16   13730.41     488.43
0.688     13833.82   13829.07     259.14
0.644     14625.12   14620.38     908.68
0.572     15448.94   15444.19    1835.72
0.694     13987.29   13982.54     420.13
0.575     13987.29   13982.54     399.82
0.628     14553.32   14548.57     724.33
0.583     13993.42   13988.67     103.49
0.690     14260.98   14256.24    1160.81
0.706     13284.09   13279.34     441.41
0.629     14464.64   14459.89     482.74
0.587     15329.37   15324.62     483.00
0.626     15507.93   15503.18     187.51
0.581     15507.93   15503.18     230.02
0.512      6137.99    6133.25     321.59
0.356      4993.55    4988.81     351.57
0.324      4993.55    4988.81     382.94
0.324      4993.55    4988.81     415.25
0.324      4993.55    4988.81     447.23
0.306      4993.55    4988.81     474.62
0.324      4993.55    4988.81     506.67
0.324      4993.55    4988.81     536.17
0.323      4993.55    4988.81     563.61
0.294      4993.55    4988.81     579.62
0.295      4993.55    4988.81     598.58
0.324      4993.55    4988.81     628.57
0.324      4993.55    4988.81     648.27
0.324      4993.55    4988.81     665.65
0.324      4993.55    4988.81     680.85
0.323      4993.55    4988.81     693.41
0.323      4993.55    4988.81     705.59
0.323      4993.55    4988.81     715.60
0.312      4993.55    4988.81     714.37
0.295      4993.55    4988.81     706.45
0.323      4993.55    4988.81     735.41
0.323      4993.55    4988.81     739.61
0.323      4993.55    4988.81     744.26
0.323      4993.55    4988.81     746.46
0.322      4936.30    4931.56     748.24
0.321      4936.30    4931.56     750.97
0.321      4936.30    4931.56     752.61
0.321      4936.30    4931.56     748.98
0.294      4936.30    4931.56     728.80
0.321      4936.30    4931.56     754.38
0.321      4936.30    4931.56     755.46
0.321      4936.30    4931.56     755.92
0.321      4936.30    4931.56     756.53
0.320      4936.30    4931.56     757.44
0.320      4936.30    4931.56     759.14
0.321      4936.30    4931.56     757.00
0.321      4936.30    4931.56     757.71
0.305      4936.30    4931.56     739.66
0.320      4936.30    4931.56     757.04
0.321      4936.30    4931.56     757.45
0.321      4936.30    4931.56     758.23
0.320      4936.30    4931.56     757.79
0.321      4936.30    4931.56     757.83
0.320      4936.30    4931.56     760.39
0.321      4936.30    4931.56     757.59
0.320      4936.30    4931.56     758.84
0.314      4936.30    4931.56     751.80
0.320      4936.30    4931.56     757.86
0.321      4936.30    4931.56     758.18
0.322      4936.30    4931.56    1075.29
0.320      3003.93    2999.18       3.86
0.299      3117.82    3113.07     181.61
0.297      3117.82    3113.07     163.78
0.293      3117.82    3113.07     164.16
0.293      3117.82    3113.07     163.84
0.281      3117.82    3113.07     157.80
0.270      3117.82    3113.07     154.12
0.293      3117.82    3113.07     163.22
0.293      3117.82    3113.07     164.35
0.293      3117.82    3113.07     163.99
0.293      3117.82    3113.07     164.27
0.284      3117.82    3113.07     158.73
0.293      3117.82    3113.07     163.86
0.293      3117.82    3113.07     163.91
0.293      3117.82    3113.07     161.89
0.293      3117.82    3113.07     163.00
0.293      3117.82    3113.07     162.31
0.293      3117.82    3113.07     161.43
0.293      3117.82    3113.07     162.18
0.294      3117.82    3113.07     161.62
0.293      3117.82    3113.07     161.46
0.294      3117.82    3113.07    1230.62
0.278      1759.34    1754.59     314.66
0.254      1759.34    1754.59     775.71
0.253       720.72     715.97     270.47
0.222       720.72     715.97     133.46
0.220       483.65     478.91      52.66
0.213       369.45     364.67      16.68
0.207       369.45     364.67       1.36
0.206       369.45     364.67       2.39
0.210       374.30     367.43      55.63
0.212       407.07     399.96     300.58
ERROR: can't open /proc/4038393/smaps: No such file or directory at ../wss.pl line 226.
