timestamp,S0-CBO.LLC_VICTIMS.M_STATE,S0-CBO.LLC_VICTIMS.MISS,S0-CBO.LLC_VICTIMS,S1-CBO.LLC_VICTIMS.M_STATE,S1-CBO.LLC_VICTIMS.MISS,S1-CBO.LLC_VICTIMS
0.200885174,4451489,439046,0,7207496,651921,0
0.301549172,193955,29589,0,7091140,1544980,0
0.402312641,31194,7234,0,3831819,735128,0
0.502983752,187232,17405,0,721866,22140,0
0.603618391,92721,9461,0,1823736,371529,0
0.704497402,4258,735,0,122605,25953,0
0.805295170,395,277,0,102071,29229,0
0.906257236,867199,103240,0,3583649,153400,0
1.007216366,4587934,610284,0,240846,17752,0
1.108136859,3046038,376644,0,44065,3992,0
1.209047136,3242058,202476,0,94284,15270,0
1.309920263,479305,3194,0,30627,3311,0
1.411328229,300784,2267,0,33985,2777,0
1.512014178,226440,3518,0,35364,2511,0
1.612913778,175033,2387,0,27011,2351,0
1.713819368,159521,4448,0,43522,2986,0
1.814686559,159365,9959,0,26788,2138,0
1.915624372,193855,34299,0,11134,1839,0
2.016529002,132910,3736,0,43220,3357,0
2.117434735,127567,3845,0,63436,4893,0
2.218304781,126113,3644,0,36075,2535,0
2.318898202,258514,34647,0,73907,21280,0
2.419613795,233484,38764,0,75994,28709,0
2.520253430,463992,36286,0,80338,9543,0
2.621169754,175225,7127,0,47431,4987,0
2.722082620,170590,5914,0,111381,15797,0
2.822975978,321571,8870,0,45702,4060,0
2.923854801,2451937,325880,0,31831,3532,0
3.024729040,1192455,65700,0,43506,4412,0
3.125603757,4597760,70112,0,171461,31429,0
3.226359200,16078,1452,0,1752944,113899,0
3.327122495,71730,3259,0,197950,30529,0
3.427875512,1065,305,0,241724,40374,0
3.528797450,27737,3162,0,2838907,104782,0
3.629584475,2561,650,0,4003402,137499,0
3.730307617,453,270,0,3606070,212329,0
3.831070542,391,254,0,743056,82967,0
3.931950118,24262,2516,0,2159516,66395,0
4.032884259,2113,994,0,988254,54666,0
4.133769992,46954,4609,0,70180,5363,0
4.234669142,1973,167,0,20130,4896,0
4.335584009,282,89,0,25516,1706,0
4.436508046,262,114,0,466,67,0
