timestamp,S0-CBO.LLC_VICTIMS.M_STATE,S0-CBO.LLC_LOOKUP,S1-CBO.LLC_VICTIMS.M_STATE,S1-CBO.LLC_LOOKUP
0.400962710,36293,0,46439,0
0.601508597,736,0,105972,0
0.802076103,34400,0,142495,0
1.002665521,54493,0,18579,0
1.203141153,69676,0,22620,0
1.403724154,211011,0,7666,0
1.604104750,8216,0,56537,0
1.805073845,28009,0,23184,0
2.005599729,15321,0,74956,0
2.206118473,83981,0,29810,0
2.406665241,59295,0,943,0
2.607220749,50421,0,101000,0
2.807780361,32574,0,33323,0
3.008146775,86385,0,334,0
3.208956911,621,0,369024,0
3.409504846,13485,0,164864,0
3.610081458,3710,0,15892,0
3.610081458,606,0,2981,0
