Watching PID 2103570 page references grow, output every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.212       365.80     361.66      19.50
0.428       365.80     361.66      19.57
0.644       365.80     361.66      19.57
0.859       365.80     361.66      19.58
1.079       365.80     361.66      19.58
1.298       365.80     361.66      19.58
1.513       365.80     361.66      19.58
1.727       365.80     361.66      19.58
1.941       365.80     361.66      19.58
2.156       494.43     490.17     153.75
2.372       518.61     514.34     177.93
2.590       544.59     540.32     203.91
2.810       679.23     674.96     338.55
3.033       703.84     699.58     363.17
3.261       729.09     724.83     388.42
3.502       755.97     751.70     415.29
3.756       870.08     865.81     529.48
4.007       928.55     924.29     587.99
4.258       944.38     940.12     603.82
4.495      1004.49    1000.23     663.93
4.726      1024.41    1020.14     683.84
4.957      1068.61    1064.35     728.05
5.188      1089.01    1084.74     748.45
5.425      1130.10    1125.83     789.54
5.657      1180.71    1176.45     840.16
5.889      1178.82    1174.55     838.26
6.122      1236.83    1232.56     896.27
6.355      1244.66    1240.39     904.11
6.588      1259.80    1255.54     919.25
6.821      1265.27    1261.01     924.72
7.054      1281.53    1277.26     941.00
7.290      1312.30    1308.04     971.78
7.526      1305.20    1300.93     964.67
7.759      1338.65    1334.39     998.12
7.991      1364.51    1360.24    1023.98
8.224      1390.26    1385.99    1049.73
8.459      1450.66    1446.39    1110.13
8.695      1495.01    1490.75    1154.48
8.932      1540.63    1536.37    1200.11
9.169      1573.05    1568.79    1232.53
9.407      1625.12    1620.85    1284.61
9.645      1616.82    1612.55    1276.30
9.883      1626.00    1621.74    1285.49
10.122     1623.02    1618.75    1282.50
10.360     1660.50    1656.23    1319.98
10.599     1661.45    1657.19    1320.94
10.839     1699.56    1695.30    1359.05
11.081     1750.86    1746.59    1410.39
11.322     1745.51    1741.24    1405.04
11.568     1777.50    1773.23    1437.03
11.817     1846.89    1842.62    1506.43
12.056     1867.06    1862.79    1526.59
12.294     1885.16    1880.89    1544.69
12.530     1912.31    1908.05    1571.85
12.767     1951.62    1947.35    1611.15
13.004     1977.46    1973.20    1637.00
13.243     1996.22    1991.96    1655.76
13.487     2043.06    2038.79    1702.59
13.730     2069.69    2065.43    1729.23
13.973     2086.14    2081.87    1745.67
14.218     2103.40    2099.14    1762.94
14.465     2134.12    2129.85    1793.65
14.713     2183.35    2179.09    1842.89
14.964     2208.14    2203.88    1867.68
15.216     2253.93    2249.66    1913.46
15.465     2270.18    2265.91    1929.71
15.712     2289.89    2285.62    1949.43
15.959     2338.45    2334.18    1997.98
16.210     2323.93    2319.67    1983.47
16.464     2358.02    2353.75    2017.55
16.717     2369.60    2365.34    2029.14
16.968     2396.67    2392.41    2056.21
17.216     2449.40    2445.14    2108.94
17.463     2464.25    2459.99    2123.79
17.712     2502.04    2497.77    2161.57
17.961     2545.13    2540.87    2204.67
18.216     2580.66    2576.40    2240.20
18.472     2608.57    2604.31    2268.11
18.722     2636.07    2631.81    2295.61
18.971     2659.18    2654.91    2318.71
19.223     2703.51    2699.24    2363.04
19.476     2729.30    2725.04    2399.80
19.736     2775.94    2771.67    2446.44
20.006     2791.84    2787.57    2462.34
20.279     2794.77    2790.50    2465.27
20.549     2846.66    2842.39    2517.16
20.814     2850.99    2846.73    2521.49
21.080     2847.08    2842.82    2517.58
21.339     2839.70    2835.43    2510.20
21.588     2879.62    2875.36    2550.15
21.838     2897.04    2892.78    2567.58
22.088     2872.34    2868.14    2542.99
22.337     2872.34    2868.14    2542.99
22.584     2872.34    2866.84    2543.27
22.832     2738.87    2732.46    2638.01
ERROR: can't open /proc/2103570/smaps: No such file or directory at ../wss.pl line 226.
