Watching PID 2726377 page references grow, output every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.208       401.76     399.11     308.34
0.427       714.25     709.22     625.10
0.647       714.25     708.89     625.10
0.870       714.25     708.71     625.10
1.091       714.25     708.49     625.10
1.311       714.25     708.27     625.10
1.531       714.25     708.05     625.10
1.751       714.25     707.83     625.10
1.971       714.25     707.64     625.10
2.192       714.25     707.42     625.10
2.413       714.25     707.20     625.10
2.633       714.25     706.99     625.10
2.852       714.25     706.55     625.10
3.072       714.25     706.36     625.10
3.292       714.25     706.14     625.10
3.511       714.25     705.92     625.10
3.729       714.25     705.70     625.10
3.947       714.25     705.49     625.10
4.164       714.25     705.27     625.10
4.389       714.25     705.08     625.17
4.622       714.25     704.86     625.17
4.851       714.25     704.42     625.17
5.079       714.25     671.50     625.17
5.310       714.25     669.58     625.17
5.539       714.25     668.12     625.17
5.769       714.25     667.66     625.17
5.998       714.25     667.17     625.17
6.227       714.25     666.70     625.17
6.455       714.25     666.00     625.17
6.682       714.25     664.63     625.17
6.908       714.25     664.06     625.17
7.136       714.25     663.58     625.17
7.366       714.25     663.10     625.17
7.595       714.25     662.59     625.17
7.822       714.25     661.36     625.17
8.049       714.25     660.70     625.17
8.278       714.25     659.99     625.17
8.507       714.25     659.52     625.17
8.735       714.25     659.00     625.17
8.962       714.25     657.86     625.17
9.189       714.25     657.07     625.17
9.415       714.25     656.59     625.18
9.642       714.25     656.11     625.18
9.873       714.25     655.38     625.18
10.101      714.25     654.44     625.18
10.328      714.25     653.49     625.18
10.559      714.25     653.01     625.18
10.791      714.25     652.53     625.18
11.021      714.25     652.02     625.18
11.251      714.25     651.10     625.18
11.481      714.25     649.90     625.18
11.710      714.25     649.42     625.18
11.939      714.25     648.95     625.18
12.168      714.25     648.46     625.18
12.398      714.25     647.54     625.18
12.626      714.25     646.53     625.18
12.855      714.25     646.05     625.18
13.082      714.25     645.35     625.18
13.307      714.25     644.87     625.18
13.534      714.25     644.02     625.18
13.762      714.25     642.98     625.18
13.989      714.25     642.47     625.18
14.218      714.25     641.99     625.18
14.447      714.25     641.51     625.18
14.675      714.25     641.18     625.18
14.902      714.25     640.69     625.18
15.128      714.25     640.26     625.18
15.355      714.25     639.86     625.18
15.584      714.25     639.50     625.18
15.813      714.25     639.01     625.18
16.040      714.25     638.58     625.18
16.267      714.25     638.29     625.18
16.496      714.25     637.67     625.18
16.725      714.25     637.37     625.18
16.953      714.25     637.13     625.18
17.180      714.25     636.86     625.18
17.408      714.25     636.59     625.18
17.637      714.25     636.32     625.18
17.866      714.25     636.05     625.18
18.093      714.25     635.78     625.18
18.318      714.25     635.32     625.18
18.545      714.25     635.05     625.18
18.773      714.25     634.78     625.18
19.002      714.25     634.51     625.18
19.228      714.25     634.24     625.18
19.455      714.25     634.00     625.18
19.684      714.25     633.73     625.18
