Watching PID 501722 page references grow, output every 0.2 seconds...
Est(s)     RSS(MB)    PSS(MB)    Ref(MB)
0.208       360.80     358.13     285.61
0.421       712.61     709.94     637.71
0.637       714.29     709.14     642.50
0.856       714.29     708.74     643.36
1.075       714.29     708.52     643.36
1.295       714.29     708.30     643.36
1.514       714.29     708.08     643.36
1.734       714.29     707.86     643.36
1.959       714.29     707.67     643.43
2.190       714.29     707.46     643.43
2.418       714.29     707.24     643.43
2.642       714.29     707.02     643.43
2.865       714.29     706.58     643.43
3.087       714.29     706.39     643.43
3.309       714.29     706.17     643.43
3.529       714.29     705.96     643.43
3.750       714.29     705.74     643.43
3.972       714.29     705.52     643.43
4.195       714.29     705.33     643.43
4.416       714.29     705.11     643.43
4.637       714.29     704.89     643.43
4.857       714.29     704.67     643.44
5.082       714.29     704.24     643.26
5.312       714.29     704.05     643.26
5.538       714.29     703.83     643.26
5.761       714.29     703.61     643.26
5.983       714.29     703.39     643.26
6.207       714.29     703.17     643.26
6.436       714.29     702.96     643.26
6.663       714.29     702.77     643.26
6.887       714.29     702.33     643.26
7.109       714.29     702.11     643.26
7.331       714.29     701.89     643.26
7.551       714.29     701.67     643.26
7.770       714.29     701.49     643.26
7.990       714.29     701.27     643.26
8.210       714.29     701.05     643.26
8.430       714.29     700.83     643.26
8.649       714.29     700.61     643.26
8.870       714.29     700.42     643.26
9.091       714.29     699.99     643.26
9.312       714.29     699.77     643.26
9.533       714.29     699.55     643.26
9.753       714.29     699.33     643.26
9.976       714.29     699.14     643.26
10.201      714.29     698.92     643.26
10.428      714.29     698.71     643.26
10.656      714.29     698.49     643.26
10.880      714.29     698.27     643.26
11.103      714.29     697.86     643.26
11.325      714.29     697.64     643.26
11.545      714.29     697.42     643.26
11.765      714.29     697.21     643.26
11.985      714.29     696.99     643.26
12.206      714.29     696.77     643.26
12.426      714.29     696.58     643.26
12.644      714.29     696.36     643.26
12.864      714.29     696.14     643.26
13.083      714.29     695.92     643.26
13.303      714.29     695.52     643.26
13.523      714.29     695.30     643.26
13.744      714.29     695.08     643.26
13.964      714.29     694.86     643.26
14.183      714.29     694.64     643.26
14.409      714.29     694.42     643.26
14.640      714.29     694.24     643.26
14.870      714.29     694.02     643.26
15.098      714.29     710.35     675.17
15.313        6.41       3.75       4.98
ERROR: can't open /proc/501722/smaps: No such file or directory at /scratchNVME/pg-tpch/wss.pl line 226.
